moisture,weight_kg,metal_signal,odor_score,optical_density,conductivity,contaminated
2.5534,0.6312,-1.5158,-1.4827,-2.0625,-0.2079,0
1.7101,-0.2287,-0.3422,-0.6779,-2.4748,-0.1753,0
-0.7841,-1.9660,-0.9562,0.4860,3.5152,1.6794,1
-2.1699,-3.7845,-1.1602,2.3230,3.1129,-0.5412,1
2.4274,0.2890,-0.5519,0.5466,0.4560,-0.4538,0
-2.4086,-2.6094,-0.7220,2.5564,3.5602,-0.3107,1
-1.8985,1.0249,0.1769,2.3103,-1.9769,-0.0495,0
2.6750,0.7324,0.7961,-0.6196,-0.7920,0.8864,0
0.2726,-0.0043,0.6005,-1.3119,0.0790,1.4769,0
-0.9053,-3.9892,-1.4388,-1.1982,2.3741,-0.3472,1
-1.3609,-1.7646,-0.2274,-2.3323,2.2829,0.9728,1
2.5836,0.8058,0.6519,-0.3471,-2.7264,0.8014,0
-0.5393,-3.9175,0.8881,4.0828,1.5314,-0.2309,1
-0.2950,0.7908,-0.3134,1.6663,-1.1550,0.4548,0
-0.9603,-3.7382,0.5648,0.9370,2.9107,1.1074,1
-2.9419,-3.1897,-1.1320,1.1794,1.2796,1.6403,1
1.7148,0.5756,-0.0410,-3.0803,-0.0392,-1.1343,0
1.6438,0.2011,1.6771,-1.2331,-1.3499,1.4508,0
0.7939,2.6797,1.6049,-1.4333,0.6683,1.0188,0
1.1111,-0.6701,0.0721,-1.5673,0.5104,1.4052,0
-2.7067,-4.1352,-0.4567,0.2864,3.3805,-0.1458,1
2.0836,2.3719,-0.6260,-1.9608,-0.5735,-0.0027,0
0.2602,-3.2415,-0.5802,-1.2563,3.1140,-0.7690,1
-2.1937,-4.8284,-0.8954,0.8798,2.7561,-1.1166,1
1.1414,0.9158,0.7117,-2.8650,-0.3470,0.7966,0
-1.8755,-2.7940,-1.5176,-0.3692,5.3141,1.6753,1
-0.9368,-2.8081,-0.9135,-0.2656,1.0555,0.2725,1
-3.5373,-3.3883,-0.9001,0.2639,1.9171,1.9534,1
0.1745,-4.3221,1.0766,2.2762,3.5407,1.4312,1
-1.6821,1.0563,1.5828,-1.3773,0.8591,-0.4507,0
-2.7686,-2.4951,-0.8253,0.1632,2.4562,0.5207,1
-1.1149,-3.1694,-0.3200,0.5977,1.9392,-0.4906,1
0.5882,0.3322,-0.2724,0.0335,-0.7221,0.2960,0
0.2329,0.2870,-0.3069,-1.8789,0.2714,1.8933,0
1.7551,-0.1041,-0.2817,0.0126,-1.1422,0.2351,0
-0.4036,-0.5073,0.6324,-2.1047,0.3996,1.2148,0
0.0018,-0.0257,1.2915,-1.0229,-0.1628,0.7934,0
-1.6913,-3.0651,0.0391,0.5631,0.5432,0.1412,1
-2.2994,-3.5639,0.2880,-1.5477,3.2767,-0.9182,1
0.1283,1.0849,-0.6045,0.5999,0.4226,0.0039,0
-2.0705,-3.7301,-2.8456,-0.5043,1.8570,0.7300,1
-1.0277,-5.5098,-1.2670,1.7783,3.2672,1.6973,1
-0.1141,-0.2870,0.2628,-0.6074,-1.9998,-0.6925,0
-3.0626,-2.7574,-1.5789,0.8345,2.5018,0.0971,1
-1.5276,-3.1001,-1.3192,-0.7472,2.9489,1.7180,1
1.4142,0.7140,0.3064,-2.1368,0.9160,1.1661,0
-1.3233,1.3106,-1.3277,-1.1161,0.6142,-0.6310,0
-1.5788,-3.1669,-3.1250,3.4351,3.1437,-2.0505,1
2.4095,0.2933,-0.2479,-1.7732,0.4790,0.5711,0
-2.7400,-3.3241,-1.6939,2.5869,3.1571,0.9296,1
-0.0915,0.7275,1.8059,-1.7093,-0.9435,-0.0812,0
-2.4411,-2.9801,-0.5355,-0.5556,1.6599,0.9078,1
-0.2763,-2.9072,0.0303,0.0810,1.9876,-0.4015,1
-1.7699,-2.9722,0.5477,2.5666,1.9964,0.9706,1
-1.9655,-3.9840,-1.1130,1.0827,3.0627,1.1482,1
-2.3856,-3.3310,-1.9833,1.9858,6.9519,0.4578,1
-1.2429,0.6208,0.0172,0.1467,0.0379,1.6980,0
-0.2294,-2.8702,-0.9877,-0.1360,3.0209,-0.0181,1
2.2747,1.2742,0.6246,-4.0811,-1.7324,1.4439,0
-1.6094,-3.0403,0.0483,0.0220,1.7972,-0.2964,1
-0.2561,0.7879,-1.4772,0.9479,1.2285,0.9301,0
1.2741,-0.9925,1.6518,0.0370,-1.8901,-0.6437,0
1.1771,0.0741,0.3817,0.3957,-2.4008,-1.3079,0
-2.5352,-2.2394,-0.3970,1.0713,2.5292,1.6777,1
-2.4974,-2.0520,-1.0361,0.0444,3.3359,1.7632,1
1.0285,-0.4169,-0.0421,-3.2370,0.0995,0.5526,0
0.8694,1.1463,-0.7919,-3.6266,-1.2122,-0.1054,0
-3.9205,-3.2155,0.4021,3.0010,3.5826,0.2548,1
-4.4391,-5.4761,-0.0216,2.7936,1.5951,0.4013,1
-1.0690,-2.7741,-0.0725,-0.1801,0.6879,0.1559,1
-1.9185,-5.5342,-0.6110,4.5692,3.5221,-0.0041,1
1.4297,1.4936,0.1076,-1.2493,-2.3252,-0.9056,0
-1.1866,-3.6308,-1.0829,1.6968,3.4506,-0.0447,1
-3.3969,-3.6139,-1.3895,1.6700,0.4629,0.4446,1
1.1507,-1.0201,0.3253,-0.4217,1.0191,0.8398,0
1.7049,0.7908,1.5090,-1.7523,1.5369,1.1256,0
-3.6548,-3.6770,0.5534,2.5313,2.5691,0.3749,1
1.6717,-0.6531,-0.1332,1.0124,-2.4967,2.0626,0
2.8970,0.2925,-0.7904,-1.1047,-0.4040,1.0818,0
0.4212,-0.4836,1.1166,-1.8747,-2.0160,-0.7863,0
-0.8363,-3.6494,-0.7789,2.0690,1.4244,-2.1832,1
1.3045,0.8269,0.4480,-1.6982,-2.4785,-0.1087,0
-2.9555,-2.1542,-0.1068,3.4049,3.5760,-0.0506,1
-0.2791,-3.8756,0.3532,2.1924,2.6287,-0.3788,1
-1.9307,-3.4837,-0.5208,1.6188,3.3875,0.7456,1
-0.8866,-2.7791,0.8528,-1.4076,2.8312,-0.3912,1
2.2677,0.9453,1.1609,1.5931,-1.1269,1.2495,0
1.9740,0.1393,-0.4200,0.2262,-2.9521,-0.4793,0
0.4495,0.4106,0.1453,2.0073,-1.2175,-0.9210,0
-1.8302,-4.1236,0.4307,2.0287,1.0545,-0.8227,1
1.5033,0.0819,0.4344,1.2708,-1.1238,0.4107,0
-3.2282,-4.4769,-1.4352,-0.0774,3.1709,1.2352,1
2.9721,-0.2153,0.8487,-2.1490,-2.6967,1.7020,0
1.6858,-0.1251,-0.2658,0.2175,1.5632,1.2796,0
1.7895,-0.0863,-1.3770,-1.0845,-2.2269,-0.3239,0
2.3016,1.0658,-0.7138,-3.4498,-1.9942,0.9651,0
-1.7571,-0.3702,0.3019,-1.6831,-0.6817,-0.7966,0
-0.6637,-1.1523,-0.2686,2.9223,2.5006,0.8389,1
0.8135,-0.7588,0.0593,-0.9067,-1.1245,-0.1880,0
-0.9544,1.1855,-0.5873,-0.7836,-1.4635,1.0164,0
-1.6646,-2.4154,-1.8507,1.8328,3.3339,0.2725,1
-2.1237,-2.6864,-0.2309,0.7461,2.6900,0.1520,1
0.2212,-0.5508,0.7963,-0.2618,-0.3404,-0.0170,0
-2.0044,-3.5760,0.3942,1.2265,2.8615,0.0950,1
-2.6394,-1.9430,-0.8146,2.1587,1.7702,0.8714,1
2.1905,-0.3969,-0.4392,-2.2423,-0.1800,-1.4956,0
0.3146,-0.6631,-1.2045,2.1803,-1.1486,1.4983,0
-0.6527,-1.4491,-0.6789,-1.0511,5.5217,-1.5100,1
-3.8514,-2.8003,0.3926,1.9080,2.1603,-0.8920,1
1.1470,1.4768,-0.1726,0.9605,-0.5456,1.1842,0
0.3519,0.9623,1.4680,1.0909,0.2991,0.2107,0
0.2399,0.7404,0.8105,0.2875,-2.0774,1.7446,0
2.4575,0.3136,0.7939,-2.3656,-0.7239,-0.0010,0
1.3057,0.5607,-0.2766,-0.2179,-3.7076,-1.0651,0
0.5986,0.5645,0.5687,-2.3703,-2.3328,0.3287,0
-2.3525,-4.8391,0.2770,1.3616,2.3073,2.9343,1
-2.8010,-3.1870,-0.1235,0.5386,2.0809,0.4646,1
0.9789,1.6495,-0.2932,-1.4812,-2.2005,-0.0151,0
0.6625,0.2385,1.6670,-1.8966,-1.5738,2.1226,0
1.6143,-1.5229,0.1414,-1.2462,-2.3201,-1.0103,0
-1.1768,-2.6551,-0.4525,-0.4088,4.0847,0.7259,1
0.9261,0.9499,-1.2182,-0.5593,0.8991,0.7397,0
-2.3566,-2.2621,-1.5006,-0.1184,2.7860,0.6654,1
-1.3628,-4.4473,-0.1103,1.2136,1.4419,2.0438,1
0.6140,0.5279,0.6371,-0.6801,-0.5425,-0.3768,0
1.0111,0.7679,-0.9137,-3.1823,1.9643,-0.8310,0
-0.0017,1.2006,0.2436,-3.3672,-0.1505,0.7360,0
0.7375,0.4461,0.0113,-2.2410,-2.2354,0.8412,0
0.0024,-2.0494,-0.3770,1.9694,3.4815,1.4138,1
-0.7263,-3.8573,-1.3542,2.9306,1.5420,-1.1810,1
2.2033,0.7502,0.6649,0.6976,-1.5895,0.2677,0
1.1728,0.4678,0.1267,-1.1950,-0.2091,-0.6021,0
0.9263,-0.0632,0.2234,-0.0128,-1.4970,0.2313,0
-3.1075,-1.7242,-0.4665,1.4728,5.1602,-0.1781,1
0.8128,0.1530,-1.0793,1.3080,-0.4672,0.3292,0
-1.4097,-3.4022,-0.5713,1.4921,4.0348,0.2955,1
-2.2822,-3.1988,-0.1059,2.3132,2.2066,-0.3850,1
-3.5995,-3.5166,-0.4352,1.6092,0.9322,-1.2276,1
-2.8493,-1.8300,-0.1585,0.4789,4.7612,0.6828,1
0.7237,0.8317,-0.1270,-0.9591,0.4851,0.1978,0
1.1237,0.8778,1.2298,-2.9353,-1.3747,-0.1960,0
0.2469,0.4788,-0.6808,-2.4080,-2.2999,0.4571,0
2.4262,-0.0107,1.1004,0.9191,-3.3989,0.3701,0
-1.3266,-5.1099,-0.7683,0.3980,2.7173,1.7894,1
-1.5174,-3.0443,-1.5713,1.7830,3.3768,1.2492,1
4.1387,0.7306,0.7797,-1.3982,-0.0595,2.1866,0
-2.1924,-4.3174,0.3198,0.1848,2.4592,0.6904,1
-2.1108,-3.2275,0.0103,2.7458,1.3609,2.3057,1
1.2170,0.2625,-0.4805,-0.0497,1.4222,-0.0803,0
-0.6750,1.9063,-0.6595,-0.1083,-0.0501,0.1646,0
-0.0923,1.4911,0.4329,-0.8106,0.6862,-0.3113,0
-0.6989,-1.3942,0.2816,-1.6571,0.1935,0.3417,0
-1.7037,-3.5585,-0.3254,2.2369,1.5897,1.5719,1
-1.6224,-2.7339,-1.1858,2.0334,2.2118,0.0401,1
1.4795,2.1669,0.8359,-0.8090,-2.3923,-0.0564,0
-0.4908,0.8140,-0.1624,-0.7079,-1.7259,0.2677,0
0.8391,1.8478,0.8726,0.0767,-2.0534,0.7779,0
0.5948,-0.3611,-0.3241,-0.6749,-1.4683,-0.2917,0
-1.0368,-3.6982,-0.9042,-0.0301,2.2923,0.2889,1
-2.8090,-2.2623,-3.1335,1.3530,4.0168,1.5901,1
-1.2128,-2.4671,-0.8229,0.0118,1.5860,-0.2835,1
-0.7667,-1.1103,1.0638,-0.6999,0.6659,-0.1397,0
-2.9825,-3.0301,0.3140,-2.2295,2.1745,0.4501,1
2.8184,0.6920,-0.8418,-2.5386,-1.9999,-0.5051,0
1.4859,0.3271,0.3313,-3.0046,1.5745,-0.6210,0
-0.6987,0.2665,0.7474,-1.5632,-1.0187,2.0343,0
-2.5396,-2.6219,-2.8369,0.9000,1.7558,0.9626,1
-1.8190,-3.8561,-0.7496,0.6490,2.0086,-0.5654,1
-2.7929,-3.7922,-1.0365,-0.5859,3.2901,-1.2853,1
-1.2194,-0.7352,-0.5660,-1.6670,-0.1436,-0.1424,0
1.5593,0.6271,0.2497,0.4357,-0.7654,0.2283,0
-2.3108,-4.1841,-1.0318,3.0816,2.9732,-1.8695,1
-3.1669,-2.8871,-1.0477,1.7381,3.0934,0.0719,1
2.6806,0.2465,1.6646,-0.3019,-0.2910,0.5382,0
-3.1301,-3.4451,-0.4907,-0.6057,3.6577,0.4186,1
-1.7723,-3.3358,-2.7351,1.2597,3.4693,2.1891,1
1.6826,0.4905,0.1305,-1.4791,-1.0286,-1.3535,0
-1.7248,-1.7930,-0.1467,-0.5845,2.0316,1.2494,1
-0.2784,-4.3564,-1.2181,0.5176,3.4703,0.3741,1
0.8329,1.5665,0.5881,-2.4370,-0.3402,-0.0878,0
0.6922,0.8014,-0.0557,-0.8580,0.2672,2.3083,0
0.0692,1.0605,-0.6074,-2.8638,-2.5596,-1.3427,0
0.9849,0.4613,1.1436,-0.3755,-0.2532,-0.4585,0
0.4664,1.2979,0.4770,-0.2163,-0.0554,-0.8079,0
-1.8060,-1.8380,0.1089,3.5234,2.2795,0.8336,1
2.2097,3.2050,0.6709,-1.8085,-0.8949,-0.0695,0
0.5265,0.7918,-0.4653,-0.6223,-2.7409,0.3555,0
0.0329,0.2688,1.2180,-1.7365,-0.5837,0.7673,0
1.9706,1.4432,-0.5064,-1.7370,0.1443,1.2900,0
-0.2978,1.2406,0.0106,-0.2887,-1.5481,1.2357,0
-0.4196,-4.7671,0.6868,1.0999,1.1410,1.3778,1
-2.7949,-2.5315,0.6539,0.0011,1.9580,-1.3990,1
0.0367,1.9890,-0.8102,0.9579,0.5383,-0.2273,0
1.5211,0.5836,0.2178,0.0140,-0.1011,-0.5680,0
0.8536,1.1346,-0.1727,-1.8776,-0.6804,0.0814,0
-1.5163,-4.0624,-2.2772,1.9584,3.0785,-0.5079,1
1.7719,0.3125,-0.5061,0.8713,0.3565,-0.2501,0
-0.8812,-2.5728,-1.8365,-1.4562,2.6182,-0.0223,1
-3.0515,-3.1537,-0.3467,1.7151,2.5242,-0.3336,1
-0.8697,-4.0703,-1.3354,-0.0545,1.8763,0.6506,1
-2.4213,-2.4197,-1.0640,-0.1346,4.6859,0.1564,1
-2.4437,-2.7054,0.5057,2.6149,1.6897,-1.3712,1
-3.1898,-3.5722,0.2903,2.4781,1.5551,-0.5500,1
1.9069,0.6658,0.0636,1.0598,0.0084,-0.9614,0
1.0879,0.7673,0.8685,-2.9316,-0.8950,-0.6645,0
0.5944,-0.1890,0.7613,-2.5708,0.8733,1.2508,0
0.6617,1.7961,1.5340,-1.2147,-1.6872,-0.2535,0
-2.6870,-2.6928,0.5335,1.0683,3.7674,1.3021,1
-2.2340,-3.5996,-1.9063,1.6450,3.0809,1.1026,1
-1.3076,-3.2271,-1.2842,-0.0812,4.3288,-1.5374,1
2.0613,-0.7239,-0.4352,0.4673,-1.6914,-1.5016,0
1.5830,1.3981,0.5267,-3.0453,-0.1678,0.3139,0
0.4616,0.7400,-0.5785,1.0699,-1.6291,0.2078,0
-1.2579,-3.5156,0.0421,0.7622,3.5455,-0.9147,1
-1.2195,-3.2519,-2.0863,1.0235,1.6011,-0.3543,1
-3.1801,-3.9641,-1.4013,0.5078,2.6356,-0.1491,1
-0.1683,0.6432,1.1986,0.1415,-0.1831,0.6851,0
-1.8463,-3.0260,-0.3677,1.1007,3.4585,1.3603,1
2.0023,0.9282,-0.0111,-2.5604,-2.6050,1.1291,0
1.7731,0.6381,-0.6597,-0.6708,0.9441,1.6392,0
0.7350,-2.4329,0.0857,2.8567,0.5304,1.0991,1
0.0322,1.2009,-1.1597,-2.4715,-2.1611,-0.1894,0
1.8058,-0.2547,0.7659,0.5805,-2.0295,1.1604,0
-0.1358,-3.6357,-0.0465,2.8234,2.0290,-0.0828,1
-1.7342,-3.0962,-1.3905,0.3154,1.4587,0.7728,1
0.8406,-2.0930,-1.7625,2.3601,1.6376,0.8273,1
-2.0276,-2.1736,-0.5099,0.8576,2.5640,0.3769,1
-1.3786,-1.5985,0.8423,1.9399,2.6521,0.2096,1
2.3103,-0.0073,-0.6837,-2.1402,-0.2938,0.7239,0
1.0324,0.3936,-0.5500,-3.9366,-0.3198,-0.7395,0
1.9705,-0.2507,-0.0054,-0.4896,-0.3077,0.7881,0
2.0312,0.9575,0.7417,-0.7595,-0.8595,2.6382,0
0.7293,0.3405,-1.4555,-2.4183,-0.7142,-0.4275,0
-1.7637,-4.0857,0.2783,0.8647,2.0133,-0.1156,1
0.7921,1.2218,-0.5818,-0.3198,-1.5667,-0.9045,0
-2.5033,-3.2338,-0.3119,2.7928,1.1957,-0.1109,1
0.9429,0.4981,-1.2994,0.2945,-2.4724,-1.1237,0
-2.6169,-4.6592,-1.1913,1.2564,3.9178,-0.0529,1
-2.5453,-3.0599,-1.1348,4.3469,4.8307,1.0300,1
-2.0334,-2.4723,-0.2093,0.5519,3.8313,2.9610,1
-3.7409,-2.9457,0.5506,-0.0090,1.4628,0.6066,1
0.7134,0.2658,-0.9334,1.2730,-0.9308,0.7876,0
-1.5430,-4.3741,-0.9290,-1.6799,3.3575,0.2750,1
-0.8935,0.9966,1.2610,-2.2303,-3.2246,-1.6639,0
0.4423,2.0198,-1.1694,1.6934,-2.3883,0.3485,0
-3.4255,-2.4121,-1.0511,2.6726,2.8661,0.7856,1
1.8840,0.9305,0.5788,-1.1394,-0.9991,-0.3959,0
2.1580,0.2610,-1.6219,-0.3270,0.5693,-0.4654,0
-1.7629,-3.5177,0.0435,2.7187,2.8141,0.3524,1
1.8119,1.2667,-0.2095,-1.1086,1.1612,0.2187,0
1.4607,-0.1188,1.1381,-1.3181,-0.5132,0.5604,0
-0.1528,-0.4215,1.2697,-0.7601,0.4625,2.2884,0
-2.4213,-2.9582,-0.2812,-1.7606,1.5596,2.3419,1
-1.8717,-2.3279,1.2317,0.2984,4.6259,1.2768,1
0.5911,0.9729,0.7467,-1.1352,0.4278,1.0324,0
-1.8439,0.8973,-0.4537,0.6130,-0.7413,1.0438,0
-2.1622,-4.0957,0.9409,0.2830,3.9778,0.2738,1
-2.8215,-3.8764,0.3770,1.2613,3.0248,-1.5886,1
-1.6949,-3.5244,-0.2659,0.4724,2.6171,0.2551,1
0.4203,1.8816,-0.1674,-1.5017,0.8766,0.8156,0
0.9048,0.7014,0.6285,-0.9660,-2.1697,1.5053,0
-1.8619,-4.5697,-1.4368,-0.2815,2.4590,1.8768,1
0.6056,0.5138,-0.9676,0.5193,-0.7968,-0.7811,0
-1.0223,-1.9450,-0.7927,0.8035,3.8340,2.3695,1
-3.2652,-1.8626,-0.8441,-2.4619,3.5870,-1.3882,1
-2.7001,-1.3317,-1.3685,2.3998,1.0294,-0.2508,1
-1.2435,-5.0663,-1.0762,3.4723,1.7878,-0.2264,1
-1.4341,-3.6589,1.1518,-1.7215,4.2967,1.1083,1
-1.6481,-2.2970,-1.9065,1.0109,3.8692,0.5938,1
-2.7423,-3.0944,-0.1217,-0.8751,2.6436,-0.9297,1
-2.6068,-4.2495,-0.3052,-0.0651,1.2469,0.8007,1
-2.8376,-3.6764,-1.5616,-0.6840,4.0776,0.2718,1
-3.1887,-2.7138,-1.2611,0.8992,2.6439,1.5507,1
1.9749,-0.5651,0.8590,1.2336,-2.0278,-0.4849,0
1.1403,1.6471,-0.8406,1.3347,0.4762,0.5191,0
2.7569,-0.0085,2.0890,-1.0126,0.6879,-1.3031,0
-0.1919,-2.7651,-1.9088,0.4751,5.2116,-0.6502,1
0.9399,1.2598,1.2027,-0.8751,-0.4797,0.2523,0
-0.8008,-4.3327,-1.3965,-0.3836,4.0101,-0.7343,1
-2.8000,-2.2879,-2.2838,-0.7651,2.1693,1.7712,1
2.0390,2.6498,-2.3807,-2.8917,-0.2223,-1.7083,0
1.4672,-0.4963,0.7202,-1.6190,-2.2246,-0.3185,0
3.1662,1.5126,1.7911,-2.6382,-0.9308,0.9632,0
-0.7812,-3.2802,-0.3194,0.0599,2.4775,-0.4295,1
1.7992,0.8579,0.1293,-0.2972,-0.0479,-0.1551,0
0.5197,1.2767,-1.3644,-1.8251,-1.8123,1.1263,0
-3.3239,-3.1685,-0.2449,-0.8829,5.0119,-1.7857,1
-0.0120,2.5273,2.6384,-0.5166,0.4251,-0.1391,0
1.1413,0.3700,0.7331,-0.0750,-1.3794,0.9794,0
-0.9861,2.0770,-1.0022,-2.3852,0.1456,0.6151,0
-0.9575,-3.2628,1.1172,-2.3984,3.7897,2.8546,1
2.0289,1.2096,0.6560,-1.1414,0.3011,-0.1054,0
1.3425,0.5915,0.1623,-2.1441,-1.2568,-1.1957,0
0.3667,0.3730,0.6305,-1.1102,-1.3137,0.0293,0
-2.1051,-3.1155,0.2295,-0.0925,3.0676,0.2625,1
-1.9095,-2.1397,-2.0230,0.6032,1.3783,-0.7455,1
-0.0435,0.6244,0.6239,-2.1887,-2.1845,0.5892,0
-0.3924,-2.4634,0.4096,0.4487,3.6320,1.0606,1
-0.9068,0.8269,-0.8925,1.4452,-0.8099,-0.3596,0
-1.1588,-2.9126,0.0618,2.0311,1.2485,-0.2810,1
-2.0723,-2.5051,0.5332,0.1144,3.2166,1.2473,1
-0.9228,-3.4795,-0.3702,1.7582,2.3572,0.4951,1
0.3953,-0.1961,-0.3876,-1.9892,-1.1833,-0.0217,0
2.7622,1.4130,-0.0782,-0.2765,-3.4338,0.5348,0
-0.2598,-4.5980,-1.5972,-0.1691,1.7742,0.7770,1
-0.9405,-4.0062,-1.3349,1.5511,3.9917,1.0098,1
-1.3534,-3.4962,-0.6660,-0.6903,1.3839,-0.8746,1
0.8630,0.9491,-0.3221,-0.5618,-0.2519,0.4650,0
0.5347,0.6196,0.3732,-0.3879,0.4814,2.9373,0
-0.8470,-3.8673,0.3030,0.5918,1.7375,-0.9728,1
-2.1742,-3.4296,0.8299,0.4199,4.9309,-0.3085,1
-1.6532,-3.4515,-0.9928,1.8208,3.5205,-0.0463,1
0.8180,0.7747,0.2306,-1.6107,-1.7788,0.8726,0
-3.1518,-2.4697,-0.8339,1.0994,2.2791,1.6390,1
-1.5442,-1.6742,-0.9416,0.1861,4.1168,2.2170,1
-0.3610,0.0090,0.8574,-0.9263,0.3596,1.1400,0
0.6254,0.5013,0.2627,0.5969,-0.1158,-0.4757,0
1.2049,1.1325,0.6464,-0.9904,-1.0038,-1.3616,0
-2.3217,-1.6072,-0.6209,0.5412,3.0845,-0.2796,1
-4.0831,-4.9430,-0.8756,1.3071,2.0539,1.2514,1
0.2837,1.6337,0.6211,-2.5893,-0.7447,0.7561,0
0.0723,-4.3088,-0.9199,0.9859,-1.2540,0.2412,1
-1.7308,-3.0387,0.6439,2.6723,3.4549,1.1350,1
-2.0416,-2.5529,-0.1684,-0.8431,3.9616,0.2288,1
-3.5719,-2.4619,-1.3669,-1.2265,2.7688,0.2188,1
-0.3530,-3.9747,0.5783,2.0383,3.3257,0.5786,1
1.9935,-0.0151,0.7198,-0.0918,-2.7616,-1.2261,0
1.0220,0.8810,-0.5793,0.9093,-0.3370,0.8830,0
-1.8773,-3.1776,0.4073,0.8304,4.4305,0.4192,1
-1.0359,-3.4400,0.2285,3.5451,2.1268,3.6831,1
1.0620,0.6390,0.4170,-1.1657,-0.2776,1.2742,0
-1.4104,-3.2500,-1.2126,1.6425,2.5263,-0.6670,1
2.3793,2.0141,0.1160,0.3061,0.9339,0.9820,0
-1.4109,-2.8497,0.5701,-0.4801,1.5233,0.9845,1
-2.4442,-4.3063,-0.7233,0.6659,2.0172,0.9290,1
0.5413,0.3372,-0.1805,-2.9128,-0.7598,-0.0701,0
1.7516,0.6375,0.9272,-0.5831,-0.0937,-0.1925,0
0.9373,-0.0671,-0.1858,0.2557,0.0405,-0.0331,0
0.3370,-2.2961,0.0834,1.6344,3.8679,0.4405,1
1.5980,1.4268,-0.8061,-2.9284,-0.4943,-0.4256,0
-1.2189,-4.1256,0.0787,2.8289,2.7932,1.7731,1
0.8822,0.2933,-0.2470,-3.3980,-0.9078,0.3329,0
1.3713,0.7437,-0.0865,-1.2616,-3.1177,-0.4086,0
-1.3700,-4.2698,0.1744,3.3702,4.9841,0.3535,1
-2.2021,-2.1323,-1.0357,-0.1441,4.3434,-0.7985,1
0.1266,1.4892,0.1061,-1.2378,0.2247,0.9749,0
-1.8534,-2.6506,0.0080,3.4430,2.4164,-0.4183,1
-1.5954,-2.4343,0.1662,-1.5662,2.6520,-0.5866,1
2.0095,1.3669,0.0229,2.1229,-2.3283,0.1642,0
-1.1746,-2.5303,-1.1036,1.3993,3.5953,1.0527,1
-0.3234,-0.2000,-0.3478,-1.3871,-0.2117,-1.6234,0
3.7355,1.7775,0.3769,-0.7914,1.0421,0.2992,0
-1.0392,-4.2978,-0.4729,-0.9784,2.1601,1.0468,1
-2.4845,-3.5435,-2.1088,-0.5093,1.9859,0.8464,1
-0.7943,-2.1802,-0.9662,-0.4349,2.2406,-0.0159,1
-2.3310,-4.4310,-0.7762,0.7464,2.3868,-0.1183,1
-2.1992,-2.8570,-0.3194,1.2035,2.7586,0.2123,1
-0.8087,-3.8137,0.9497,-0.3120,2.9945,2.0240,1
-0.6807,-2.3799,-1.0557,2.8469,2.4221,0.3063,1
-2.1457,-3.3259,-1.0941,-0.9556,3.8400,-0.6867,1
1.0064,0.5634,-0.5917,-2.0023,-0.5254,0.3307,0
-4.4188,-4.0830,-0.5687,1.9529,2.3799,1.3827,1
0.7004,0.9542,-0.0930,-0.4686,-3.9519,0.4337,0
1.1333,0.1927,-0.6957,-0.2516,-1.9019,0.5006,0
1.1287,-0.3767,-1.6031,-1.8711,0.1740,-0.0027,0
-2.5367,-3.1132,-0.2768,-0.1661,2.9063,1.5653,1
0.7685,1.8113,0.3275,1.4451,-0.2639,0.6834,0
-2.1112,-1.5350,-1.9086,2.0116,2.6380,-1.0789,1
0.0077,0.3556,0.8377,-1.0834,-1.2912,-2.8150,0
-3.0939,-3.5578,-1.3916,-1.5193,4.9582,0.1483,1
-1.1628,-4.4765,-1.3045,1.2527,2.3323,-0.3143,1
-0.2916,-2.9363,-1.2680,-0.5357,2.9758,0.9266,1
-0.3532,-3.0349,-0.5898,1.5313,5.5938,0.6766,1
-0.2838,-3.2350,-1.2988,-0.7888,2.7569,-0.0556,1
1.3588,1.0071,0.3190,-0.9167,-2.0634,0.3784,0
-1.3392,-1.5494,-0.0332,-0.8198,4.5575,1.1208,1
1.0115,-0.3369,0.4818,-2.2435,-0.9814,-1.1511,0
0.3087,0.6216,0.9197,0.8556,0.7049,-0.2569,0
0.8769,1.5104,-0.4069,-0.6701,-0.8408,0.0220,0
3.1226,-0.3517,0.3517,-1.4485,-1.4097,0.8989,0
-0.5420,0.2304,-0.0311,0.2256,-0.8608,0.0890,0
-1.5755,-0.0425,-0.7760,-3.9472,0.2905,-0.3746,0
-1.7091,-3.7696,-0.4846,3.5586,0.8891,0.2110,1
-0.9864,-4.1960,-1.6209,2.0428,4.4133,1.6630,1
-1.0735,2.9103,-0.6251,-1.3015,2.3656,-0.4266,0
3.3045,0.4344,-1.1359,2.1169,-1.1365,-0.7835,0
0.8058,1.8317,0.5102,0.0978,-2.2218,-0.2166,0
-2.2117,-2.0332,-0.2329,0.7446,0.7845,-1.1259,1
-1.7026,-2.0360,-0.0683,1.5344,1.7654,1.0676,1
2.0211,-0.9855,1.9767,-0.8751,-1.7868,1.8993,0
-3.7147,-5.7448,-1.2046,1.3687,2.2505,0.9898,1
-2.6697,-2.3446,0.4722,1.1733,2.3226,0.1593,1
-0.1658,2.7793,0.0430,0.1211,-2.5338,0.0897,0
-2.2498,-3.2958,-0.4833,0.1012,2.5955,0.2083,1
-0.0877,1.8710,0.9166,-1.5747,-0.0470,0.8384,0
-1.9402,-3.8201,-1.1761,3.3925,1.3838,0.0908,1
-1.7667,-3.8801,-0.3862,0.9528,3.3598,0.1391,1
1.9212,0.8343,1.5908,0.6311,-0.6357,-1.0907,0
