m3,m0,m5,m1,m4,m2
-0.520178,2.079518,1.537881,0.040048,0.475023,2.088045
-1.142621,-0.401238,0.644038,-2.530324,-1.732938,-0.516344
0.372978,-0.392094,1.496564,0.259196,-0.451777,1.171233
0.575990,0.646200,-0.002217,0.241998,0.104154,-0.059059
2.950443,1.190533,0.659201,1.383416,0.425919,0.863188
-0.506812,0.996923,-0.778946,-1.582715,-1.409151,0.031170
-0.824371,-0.069803,-2.627446,0.093138,0.546431,-1.408738
1.907902,0.541877,-1.651996,0.763278,0.100068,0.995393
-0.376461,0.490127,0.250350,1.031969,2.053193,0.706287
-0.615893,-0.927200,-1.083460,-0.391490,-0.287247,-2.449683
-1.599639,-0.574583,-2.943326,-0.417745,-1.207071,-2.175720
-0.794588,-0.312058,-0.327418,0.070750,1.749764,0.641899
0.570501,0.798688,0.434637,0.175370,0.072986,1.115218
-1.096207,0.120841,-2.300912,0.583253,0.516335,-0.182415
-1.107381,-0.432250,-0.410121,-1.654785,-1.254319,-0.058418
-2.274211,0.223740,-0.355067,-1.431550,-0.716525,-0.439150
0.269165,0.285129,0.607325,0.271355,1.299839,0.609286
0.898818,0.447733,-0.047996,1.064373,0.134386,0.207208
1.753045,-0.400290,-0.750905,1.081035,0.059724,0.024852
-1.556191,2.005018,1.377637,1.619046,1.424225,2.160450
-0.743461,0.050854,1.716243,-2.275890,-2.932250,0.623031
0.111776,0.710989,2.101758,-0.004158,0.699926,0.989285
1.193225,0.230568,0.007553,1.046496,1.522041,-1.251108
-0.151248,-0.520226,0.816702,-0.553690,0.428553,0.080043
4.239848,2.287671,-0.587245,4.039837,3.306728,1.036392
-0.270325,1.085451,1.359784,0.781382,-0.802005,1.987220
0.035730,-0.205885,-1.591893,-0.914572,-0.207367,-0.294484
-0.375937,0.588611,1.595822,1.436984,1.529465,2.551355
-0.195503,-0.292950,-0.291818,-0.832500,-1.119072,-0.037804
-0.968607,-0.126605,-2.383281,0.450527,0.660795,-1.397751
-0.343029,0.816985,1.910354,-0.320928,-1.323832,0.926135
-0.302738,-1.684424,-1.334653,-1.423227,-0.958404,-1.236751
-0.856630,-1.918063,-1.917303,-1.260608,-0.663711,-2.159322
1.838663,0.304491,0.333452,2.255536,2.688361,1.414668
1.037249,-0.237024,-1.363293,0.195437,2.454197,-2.102773
0.142469,-0.554978,-1.445981,-0.753160,0.612811,-1.420982
1.057453,-0.207778,-2.427151,0.009205,-0.656936,-1.293879
-0.598468,-1.607945,-0.296490,-1.796181,-0.249974,-1.379771
-0.308020,-0.744066,-0.027300,-0.681693,0.017747,-1.297961
0.627619,1.029099,1.824678,1.130005,0.659976,1.542590
-1.561576,-0.676712,0.069986,-0.233888,-0.453321,-0.822597
-1.820392,-2.250815,0.217054,-1.478958,-1.975559,-0.201382
0.777892,-0.413001,0.596162,0.122486,1.005090,1.727488
-1.154675,-1.560907,-1.212312,-1.172879,-0.223451,-0.735795
-1.001615,-0.368494,0.683075,-0.694187,1.448581,0.281357
0.024486,-0.523847,0.725490,-0.311397,0.676624,0.390029
0.485268,-0.794719,-1.587930,-0.356047,-0.282246,-0.335354
-0.652771,1.505294,0.569120,-0.309116,-0.410003,1.297312
1.481856,0.548289,0.986495,2.148972,2.926631,-1.054946
1.536465,-0.312412,-0.533577,1.719447,0.486080,0.030495
0.394745,0.972063,1.583098,1.855145,1.102068,0.564040
1.628482,-0.611980,-0.974385,0.165688,-0.527623,0.084943
-0.260552,0.016906,0.090411,1.389360,1.348147,-0.846327
0.822469,-0.587831,-0.625206,-0.842453,1.471321,-0.279248
0.153133,0.478083,0.173003,-0.483459,-0.539786,-0.005465
-0.245031,0.962494,-0.174291,1.112633,-0.756522,0.207541
-0.001529,0.218548,2.310039,0.560897,0.436229,3.322621
-0.025676,0.757828,-0.389036,1.009855,0.094817,0.632465
0.539323,0.336944,0.117474,-0.725019,0.638852,0.894979
-1.305779,1.466897,2.022980,-0.435438,0.037940,2.724790
-0.852766,0.384413,-0.024856,0.753293,0.613230,1.120344
0.175310,-0.367920,1.065189,-1.702926,-0.395764,0.234416
0.358896,0.403119,1.427793,1.131962,-0.588890,0.053875
0.485293,0.088254,-0.773208,-0.217757,0.486239,-0.892534
-0.093897,-0.011424,0.263931,1.247707,1.196517,1.510712
1.528747,1.459732,2.615552,1.781009,2.396774,3.958721
-0.873521,0.341463,-0.083516,-0.907413,-1.083237,-1.110627
0.457462,-0.160246,-1.250148,0.110004,-1.664231,-0.511870
-0.896223,-0.564120,-1.347831,-0.117634,-0.084238,0.021860
0.898150,-0.014097,-1.458529,1.442133,0.415216,0.568170
0.259228,1.360318,1.153967,0.928227,-0.884030,0.709443
-1.195460,0.322652,0.438183,-1.130860,1.055730,0.836168
0.206532,0.712225,2.308519,-0.435440,0.475185,1.869492
-1.886612,0.267134,0.138741,-0.632486,0.100876,-0.143093
-0.408077,-0.556631,-0.335958,-0.735207,0.528343,-1.724417
2.202668,1.041165,2.089660,0.829732,0.499915,1.158235
-0.479662,-0.360926,-0.292497,-0.007090,1.186772,0.953267
1.608533,0.553413,1.092784,1.335559,-0.034700,1.668726
-1.000004,1.196968,2.650454,-0.158227,-0.494136,1.579053
-0.455930,0.638456,1.612572,-0.147736,-1.663482,1.570246
-0.171613,0.291232,1.233863,0.755144,2.054627,2.602628
0.030884,0.688544,-0.609665,0.762228,1.716808,-0.486004
-0.404836,-1.288469,-0.858853,-2.600007,-2.044275,-1.268155
-1.953886,0.697299,1.701211,-0.518446,-1.102913,2.108170
0.050141,-0.836791,-1.696530,-0.094806,0.721699,-1.028477
0.923359,1.266596,1.157276,1.067268,2.116424,1.765697
0.126283,-0.401316,0.340866,0.080046,1.349028,-0.229451
0.807142,-0.564627,0.449951,0.157699,0.699415,-2.496122
-1.400159,-0.150895,2.225929,-1.006785,0.035071,0.922548
-0.854267,-0.735922,0.340080,-0.262133,-0.013555,0.110746
0.481797,-0.750331,-3.992624,0.502644,-0.378615,-1.905081
0.326348,-0.866789,-0.451758,-1.404546,-1.688799,-0.326378
0.022706,0.260932,0.145686,0.315682,0.643381,-0.023773
-0.164511,-0.979830,-2.205441,-0.957472,-1.457317,-1.447057
0.847725,1.402768,1.400553,2.472500,1.812471,1.221414
0.476457,-0.023107,1.146792,-0.578763,1.256631,-0.690589
1.157923,0.953789,0.536034,0.644000,0.823333,1.647030
-0.282191,-0.245538,-0.281362,-0.948790,-0.011744,1.361734
0.642987,0.085094,0.102094,0.548118,-0.373221,-0.635817
-0.122546,0.079812,0.975048,1.652183,1.690754,-0.445279
1.332513,0.064154,-0.214017,0.951693,-0.970748,-0.153117
0.109207,1.511306,-0.167953,-0.046403,-0.899198,-0.362615
-0.807904,-0.896199,1.066152,0.351006,0.770748,-0.734329
-0.961645,-0.669213,-1.542209,-0.343028,0.725176,-0.449923
0.407131,1.258084,2.847085,0.754718,0.891495,2.152280
-0.485324,0.215102,-0.292444,0.170690,0.617377,0.787811
-0.787433,0.456758,-0.170556,0.885393,0.288149,1.104947
-1.249304,0.299655,-0.810170,-0.418004,-1.253860,-0.350608
-0.259575,-0.303310,-0.118153,0.187618,-1.558668,-0.558213
-1.649270,-0.339764,0.273335,0.058159,-0.259596,-1.278152
2.290316,0.796240,1.424094,1.459028,2.076550,0.713844
-1.436182,-0.895135,-0.517489,-0.529033,-0.707421,-0.557397
-0.705327,-0.229345,-0.452113,-0.092415,2.094585,-1.755569
0.943920,-0.146273,1.216072,-0.266064,-0.967293,1.070292
-0.548129,-0.461557,-1.857709,-0.785019,0.786002,-1.387056
-0.141368,-0.192114,1.171537,0.189783,0.194385,0.261148
-2.522829,0.525512,-0.123489,-0.778660,0.059909,-0.553074
3.681760,2.056243,0.209369,3.104435,2.611300,0.368776
-1.955060,-0.123612,-1.153576,-2.598546,-2.145611,0.386583
0.469591,0.304251,-0.524881,1.921510,1.147112,-0.445085
-1.494618,-1.260588,-1.087131,-1.631940,-2.268134,-1.340327
0.687544,-0.517961,0.508138,-1.143263,-0.822066,0.892647
2.322130,2.340203,0.388018,2.308928,2.639211,2.208304
-2.049751,-0.331860,-0.612211,-0.822262,0.364946,-0.081490
-1.707467,0.312891,0.660175,-1.883073,-2.013706,1.320633
0.535783,-0.643951,-2.361025,-0.314197,-0.815471,-2.476860
-2.395912,-2.648071,-1.098459,-1.435262,-1.646577,-2.648553
0.927985,-0.747638,-1.471647,-0.068836,1.523223,-0.668142
-1.596356,-1.501740,-0.042633,-3.068557,-3.188017,0.013089
0.618555,-0.499601,-0.956590,1.312817,2.995675,-0.701784
-1.425796,-1.179156,1.162808,-2.481703,-2.125319,-2.016373
-0.748947,0.076425,1.108504,-0.020392,0.910772,2.468087
1.385272,-0.068021,1.471598,1.141158,0.878060,1.305106
2.921028,0.380054,-1.007871,2.638637,2.839189,0.430962
0.303374,-0.622467,1.311390,-1.066479,-1.924384,0.489390
1.745726,3.187460,1.969109,2.476510,2.057373,2.490573
-2.344535,-0.105698,0.808380,-0.555289,0.622839,-0.103317
1.496996,1.045018,-0.010977,0.980580,-0.827238,1.764017
-1.117554,0.238531,1.396575,-1.387186,-0.670665,1.034942
-2.665520,0.068359,0.144381,-2.941217,-1.072307,-0.073882
0.766411,0.745931,0.864573,-0.292706,-1.921038,1.186480
-1.467023,-0.658913,-0.268947,-1.833237,-1.444913,0.045275
2.118690,0.144588,-0.707852,0.273362,1.283089,0.149536
0.185472,-0.332294,0.438362,0.215718,0.671110,-0.026026
-0.491387,0.145644,-0.261704,-0.731297,0.205677,-1.404316
-0.621825,0.095960,-2.893148,-0.682319,-0.086896,0.017750
-3.681957,-0.759278,1.839705,-1.462230,0.345544,0.355542
-0.858819,1.066459,1.106654,0.596872,0.753498,1.233823
1.106975,-1.111278,-0.679320,0.673082,0.256735,-1.545801
-1.640804,-1.551110,-1.051020,-2.066878,-2.163732,-0.303976
1.541379,0.474578,0.887654,0.502259,-1.419953,1.511527
-0.133857,-0.885791,-0.906294,0.074423,-0.153442,-0.250814
-0.081905,-1.282871,-1.110037,-1.614486,-1.972816,-2.266376
-2.789227,-0.958759,0.926657,-0.918588,-1.640008,1.347350
0.838939,-0.540263,-0.778761,-0.249881,-1.011553,-2.133217
-1.266287,-0.756402,-0.637533,-1.215369,-1.761984,-1.412644
-3.679475,-2.842675,-0.295792,-3.947580,-3.461873,-1.167960
-1.181139,-1.111755,-0.827449,-0.808469,0.301135,-2.821055
0.918215,-0.643188,0.649357,0.300569,-0.478778,1.549928
2.121936,0.729889,-0.404083,1.536695,1.743295,0.473134
-1.513650,-0.717136,1.932018,-1.528517,-0.886452,-0.676529
0.917782,0.327427,-0.292814,0.573236,0.143806,-0.018323
1.136388,-0.117781,-0.355221,-0.768023,0.603863,-0.887721
-1.402633,-0.168180,-0.395991,-2.405760,-1.520318,-0.014280
2.599952,2.163931,0.179640,2.847328,0.816186,2.017878
0.482631,0.293014,0.956907,0.245395,0.601565,-0.051779
1.014686,0.412657,0.992379,-1.237117,-1.900132,-0.788560
2.006467,-0.192549,-1.739837,0.875453,2.149683,-0.904717
0.100891,-0.039969,-0.359334,1.014295,-0.467187,-0.384206
-0.012403,0.979022,2.726127,0.733863,0.177606,2.873393
1.846954,-0.531822,-0.622988,1.697133,0.839608,-1.430685
-0.430921,0.252711,-1.152427,0.081640,-0.537064,-0.682486
2.128049,-0.250584,0.918122,1.297713,0.721329,0.762109
-0.556715,-0.010689,1.412293,-0.072174,1.591838,1.064749
0.107987,0.135252,-0.794656,0.459654,0.360569,1.442605
-0.646063,1.644687,0.031418,1.124786,1.605421,1.594197
-1.587233,-0.687953,0.069486,-1.735846,-1.316054,0.399900
1.741780,-2.018827,-1.690051,0.376448,-0.709343,-1.512943
-1.200410,1.525175,1.994342,1.379083,0.678306,2.630535
1.229824,0.710002,0.989513,0.928119,-0.321227,1.057719
-1.234758,-0.218333,0.050810,-0.726591,0.788770,-0.182262
0.663204,0.068882,-0.369823,-0.581840,0.052945,0.367513
1.403992,-1.461487,0.133551,0.088771,1.146312,-1.603569
-1.571174,-1.000738,-0.076190,-1.325797,0.381758,0.738438
-1.161037,-0.091554,-0.380557,-0.789450,-0.644444,-0.393725
0.274602,-0.310223,0.808893,-0.271543,-0.754721,-0.120772
0.393352,-0.018662,-0.292796,-0.504998,-1.552141,-2.161439
-0.622044,-0.078246,-0.440263,-0.980533,-0.848657,1.168767
2.859313,1.860262,2.135270,2.696323,2.679145,2.052469
1.811452,1.117512,2.782714,1.727873,1.256454,2.775557
0.827910,0.350577,1.224898,-0.970345,-0.227253,0.426639
-0.782043,0.992059,-2.884108,-1.017852,-0.403190,-0.918632
0.340394,-1.167938,0.110387,-0.746180,0.219617,-0.131226
0.626990,0.803827,1.028108,-1.926910,-0.574946,1.145687
-0.334979,-0.844778,-0.726660,-1.447953,-0.586899,-0.776724
-0.451647,0.011667,1.051805,-0.288424,-1.012456,-1.205165
-1.174557,-0.561415,0.650691,-0.741917,-0.729782,-0.565470
-0.005075,0.550677,-2.211963,-0.395643,-0.675801,-0.702923
0.963495,-0.129194,1.625338,-0.133595,1.047549,-0.115730
-0.005516,0.524335,0.052451,0.581922,0.862756,0.264209
0.925014,0.863175,0.027128,0.657604,1.028526,2.292246
1.196151,2.859200,1.296517,3.383277,1.001560,2.924393
2.181090,-1.023972,-0.259525,-0.598600,1.136875,-1.741748
0.418107,-0.261014,0.617747,-0.068892,-0.267414,1.041442
-1.235715,-0.114656,-2.956933,-0.848395,0.902151,-1.552322
1.308081,0.803946,-0.978923,0.819557,1.771454,-1.361051
-1.990657,-1.756924,-0.933647,-1.968113,-1.213381,-1.322781
-0.020036,-1.151614,-0.438715,-1.604953,-1.944099,-0.691035
-0.592786,-1.528675,-1.798780,-0.903695,-0.435003,-1.619882
0.390185,0.141348,0.050738,0.213997,1.113409,1.087165
0.786642,0.038899,-2.615501,1.207498,0.514095,-1.226606
2.650840,1.531788,0.855205,2.176119,1.173376,1.432891
-1.287180,1.651580,2.839577,1.064914,0.192176,2.934671
-1.464399,-0.059843,-1.067316,-0.358400,-1.403408,-1.002654
-0.881151,-0.628132,-0.017131,-1.246724,0.599963,-0.986985
1.305625,-1.358297,-0.459885,-0.292574,-2.438105,-0.832474
-0.215410,-0.988777,-0.674175,-0.873615,0.784124,0.428494
1.783614,0.818374,-0.285449,0.688251,1.500912,0.813284
-2.315679,-1.389184,-1.868586,-1.274058,-1.499487,-0.474222
-0.500465,-1.637702,-1.547425,0.700385,-0.836887,-2.718646
1.968599,0.978644,-0.016865,0.652230,-0.471334,0.013438
1.886226,0.548448,-0.580541,0.426220,-1.451512,-0.769645
0.399587,0.637952,0.545886,1.718463,1.546861,-0.530980
0.377814,1.068859,1.121308,1.229810,0.565709,0.279334
-0.394183,0.219305,0.445202,0.933621,1.635957,-1.666388
0.196905,-0.334166,-2.441230,0.449743,2.404573,-1.474429
0.494262,0.330011,1.386939,2.694111,2.598846,0.862699
-0.008269,-1.228067,-1.525609,-0.438992,-0.383706,-2.690873
-0.705564,1.002519,0.586690,0.548504,-0.530784,0.927441
1.849904,1.033849,0.320793,0.628034,-0.252655,-0.057813
0.868245,1.825771,2.058201,0.551092,0.798596,3.143412
0.263646,0.691341,1.204921,0.091978,-0.749112,0.406178
1.164403,-0.099466,-1.263848,-0.849650,-1.639841,-1.059079
2.608094,-0.895303,-0.463620,0.933302,0.066384,-0.728133
-1.022212,-1.194498,-0.982315,-0.472973,-0.864716,-1.287769
-1.976747,0.031698,-0.250080,-0.735444,-0.504173,-0.653246
-1.742444,1.061616,0.949063,-0.110732,-0.571353,1.265090
2.985273,1.590223,-0.786566,2.077211,0.091258,-0.959586
0.300947,0.347854,1.016170,0.669287,2.478621,1.205360
3.295146,-0.091800,0.004618,2.894467,3.829662,-0.049335
1.307443,0.552675,-0.866010,0.977312,-0.487738,-0.495798
-1.919083,-1.221526,0.082322,-1.717945,-3.003276,-0.616472
2.756561,0.388571,-0.835924,2.570553,2.790766,0.415938
1.927587,1.702067,1.076807,3.219233,1.955356,2.357367
-0.775844,-0.601866,-0.236977,-1.312690,-0.957274,-0.534980
-1.065409,-0.317033,0.499169,-2.102086,-2.021225,-0.138809
0.670909,0.260776,0.750832,0.276880,0.212412,0.409135
-0.411787,1.117567,-0.115369,-0.286979,0.379377,0.060886
-0.025644,-0.533933,-2.303152,-0.625959,1.257241,-1.027662
-1.432778,-1.134297,0.108454,-1.904696,-1.936004,-0.504829
-1.679230,-1.181325,-1.233627,-1.802504,-1.983080,-2.562041
-2.337204,-1.280506,-1.350214,-2.071546,-1.188919,-2.260485
-1.986120,-0.903087,-0.322462,-1.279268,-1.669310,0.918447
1.572158,0.855479,-0.741861,0.839916,2.262598,1.106874
-0.442340,-0.247419,0.047583,-0.321653,-0.930712,0.009236
0.723746,0.551591,1.134761,-0.850594,-1.053499,0.769107
0.507054,-0.334255,0.275936,-0.627219,0.867969,-0.660509
-0.094828,-0.387050,0.701722,0.034386,0.021856,-0.705538
-0.685635,0.352936,1.296426,-0.158576,0.042369,-0.748785
-2.724101,-0.705054,-2.344648,-3.676669,-2.262461,0.244535
-1.430261,1.163664,0.669255,0.037988,0.277775,0.781831
-1.185910,0.314014,-0.900000,0.021200,2.057690,-1.440626
1.634690,1.282227,0.657642,-0.788003,-0.758140,0.507933
0.997085,-0.032150,-1.134186,1.055494,-0.288435,-0.108333
-2.101654,1.591725,2.013149,0.034749,-0.158268,0.311964
2.266072,2.767263,1.928467,4.100130,5.054685,2.674102
-1.495676,-0.044695,0.668720,0.484010,0.300172,-0.144281
0.876470,0.706008,1.707055,0.660889,0.636252,0.076501
0.091578,0.607403,-0.050751,-0.377507,0.167031,1.187639
-0.345530,-0.334918,0.429165,-1.447861,-1.493453,1.203476
-0.394170,1.699776,2.226077,-1.187214,-0.530402,1.087804
0.881994,-0.492919,0.048081,0.829264,2.020708,0.312785
0.338426,0.392892,1.552301,1.265293,0.602865,0.962857
4.025890,0.552638,-0.344319,3.751599,4.293091,0.994947
-0.371098,-0.879472,-1.937641,-0.816676,-0.758735,-2.516301
-0.808305,-1.080742,-0.861315,-0.298983,0.232448,-2.189949
-0.081603,0.059502,-0.453386,-0.232227,0.430281,0.177855
-0.766316,0.293951,0.465711,-1.101083,-1.029576,-0.348569
-1.462134,-1.053672,0.207344,-1.306830,-0.802485,-0.328873
0.530958,-0.837637,-0.958786,-0.938728,-0.066612,-1.965611
-1.876398,-0.997714,1.485468,-0.231655,-0.826223,-0.486607
-0.522525,-0.903919,0.126429,-0.110910,2.441361,-0.106937
0.431780,0.262491,1.247941,2.504531,1.677782,0.926067
-1.109635,0.044423,1.678766,-1.044253,-0.385921,0.159303
-2.064607,0.991174,2.405630,-0.591917,-0.910628,1.261313
1.726053,0.584735,-0.898074,2.487360,1.872338,0.548054
-0.538426,-0.616538,-1.173927,-0.557306,-1.712027,0.063556
-0.687834,0.095748,1.867661,-0.815526,-1.667090,2.132348
-0.281677,0.952830,-0.928713,0.831756,-0.418708,0.937610
-0.502918,-0.917554,-0.799436,-1.110159,-1.718324,-0.788465
-1.018577,-0.176143,-0.234090,1.128514,2.405669,0.166813
0.212144,-0.816653,1.108103,-1.119398,-0.298290,0.563394
-0.500181,-1.915786,-1.764727,-1.161459,-2.229722,-2.240248
2.070038,0.738643,-0.592988,1.606381,-0.374565,-0.630836
0.370589,1.446209,0.550256,-0.514069,0.847658,0.186374
0.701955,0.488798,0.161357,0.260296,-1.006284,0.224663
-1.606874,-1.496247,-1.112506,-1.490791,1.086761,-0.258126
1.417342,0.522155,0.262796,0.611653,0.627501,0.952310
1.321796,0.406934,0.777437,-0.300499,0.321529,0.136575
0.584458,-0.045002,-0.808692,-0.144033,-1.908809,-0.199004
-0.494398,1.312750,-0.196650,2.017317,0.799453,-0.341247
0.749206,0.471746,2.317164,0.091605,0.844337,1.486821
-0.342051,0.641712,1.839705,-0.551202,-0.035736,0.493255
-2.156084,-1.273172,-0.930262,-1.505863,-0.964614,-1.862748
0.169847,-0.167085,-1.608688,0.138380,-0.354550,-1.164969
0.138203,-0.368475,-1.227146,0.758838,0.909131,-0.526260
-1.624580,-0.027561,-2.073331,-0.833827,0.619396,-1.741728
0.952967,1.299623,-1.330519,0.112430,-2.535721,-0.906292
-3.199847,-0.359362,1.313790,-2.924287,-2.305241,1.062730
-1.259698,0.045153,0.526865,-1.149283,-0.461478,-1.262161
-1.946326,-1.566383,0.035084,-1.592132,-2.322833,-0.264538
0.025519,0.539446,0.962793,0.416986,0.382985,1.539468
0.183300,0.259197,0.169408,-0.498202,-0.802601,0.876964
0.516179,-0.566402,-2.218584,-1.070870,-1.234750,-0.658597
0.027252,-2.564818,-0.406346,-0.067016,1.063212,0.027363
-0.016820,0.882277,0.030956,1.237699,2.056704,-0.238417
-2.543705,-1.590762,-1.696839,-1.245461,-2.067798,-2.328022
-0.660977,0.176944,-1.929510,-1.484911,0.098578,-0.298252
1.487506,-0.761121,0.599948,1.253036,1.082080,0.754612
2.801465,-0.463602,-0.940974,1.184305,1.934368,-0.517494
-0.806399,-0.818258,-0.006154,-0.690170,0.066269,-0.191509
0.692218,-1.508655,-1.119012,-0.569695,-0.420781,-0.641069
0.408654,0.430961,2.876740,0.418583,-0.595082,0.975340
0.757166,-0.455832,0.344227,-0.541352,-2.103027,1.089916
2.192255,1.171992,2.330083,2.411663,0.746940,2.693086
-0.367434,-1.826290,1.476529,-1.489310,-0.664467,0.148789
-3.435316,-1.193034,-0.322650,-2.736559,-1.466367,0.932475
-0.580836,-0.472813,-1.131508,-0.084885,0.873563,-1.224053
-0.053355,-0.342210,0.507463,0.484590,1.080253,0.500911
-1.120924,-1.127126,-0.921853,-0.409217,-0.807896,-0.570850
-1.183744,0.557378,2.871439,0.555725,0.381281,1.746478
-0.543325,-1.243803,-0.633626,-1.205432,-1.957740,-0.949983
0.316464,2.269624,0.578394,1.146706,1.450063,2.017019
-1.180117,-2.461707,-0.748235,-0.556522,0.387410,-1.699435
-2.523025,-0.406162,-0.088930,-1.844126,-2.038936,-0.179943
0.226994,0.694846,-1.447206,0.713419,0.255479,0.304875
0.177386,1.415975,-0.297960,0.949774,1.741220,2.347667
0.801442,0.487447,1.495953,1.162185,0.105351,1.532840
-1.708129,-0.183457,-0.728759,0.349802,1.126039,-0.104258
2.240033,-1.609390,-0.295305,0.173713,0.425593,-1.642319
0.434225,1.204565,-1.397695,0.128379,-0.638050,-1.163335
-0.703661,-0.834601,-1.601602,-0.855660,-1.209061,-1.291529
0.275771,-0.521447,-2.709846,0.284958,0.557898,-1.519378
-0.595303,-1.139854,-1.458216,-1.129898,1.040591,-2.357191
2.927153,-0.823171,-0.259220,0.006543,-0.657764,-0.162116
-1.515261,0.317497,-0.819920,-0.874655,-0.102809,0.829138
-0.285231,0.073638,-0.287145,0.729785,1.161003,0.901243
-1.015153,1.389587,-0.108159,0.208175,-0.265733,1.243188
1.371244,1.059107,0.804640,0.257713,0.745203,0.446489
0.223086,-0.706513,1.528459,-0.821566,-1.030009,0.501391
2.210296,0.856093,0.953102,0.501412,0.680864,0.563284
0.642954,-0.859846,-1.034600,-0.006088,-0.127520,-0.674832
0.620066,0.441207,1.130565,0.133882,-1.479608,-0.917051
1.962385,1.735341,1.631171,2.046644,1.638718,1.627522
-0.060668,-0.642958,-1.182929,-1.593697,-0.460719,-1.123352
-1.597550,-0.120240,1.347900,-1.595363,0.017388,0.619597
-0.822503,0.251554,1.524042,0.530417,1.357464,1.311633
-0.442142,-0.997162,-0.890545,-0.829168,0.775165,-1.279505
-0.602028,-1.157640,1.107103,-1.368878,-0.632948,0.461694
1.806481,0.503170,-0.441398,1.251037,0.470327,-1.212053
1.693008,0.891826,-1.193357,1.900890,0.157416,0.867639
1.563960,-0.086892,0.452015,0.509324,0.837200,0.437351
1.025669,0.070181,-0.675797,1.115446,0.264665,0.327307
-0.356127,-1.774895,-2.693359,-1.026934,-0.083884,-1.917221
4.031307,1.465001,0.021381,2.520387,0.455897,1.309182
1.936826,2.162738,1.571717,2.949563,0.950254,2.688405
-1.433461,-1.777481,-0.059562,-1.641823,0.967939,-0.312838
-0.018652,1.594210,-0.348006,0.741552,0.933895,0.295645
1.783359,-0.234576,-1.365989,1.234453,0.019279,-0.683223
1.955338,0.198325,0.333107,0.480442,1.070533,-0.509622
2.853746,2.990327,1.687594,2.507681,1.814847,2.280118
-0.173262,-1.301987,2.629616,-2.302294,-1.947762,1.236318
-2.566331,-3.202474,-2.131778,-4.469980,-1.735293,-3.435664
2.223718,-0.410894,-0.178645,0.208572,0.218900,-0.967607
1.374133,0.657938,1.078872,-0.198139,-0.715244,0.393964
0.402028,-0.131065,1.295697,-0.866158,-1.094368,0.841501
0.681474,0.780526,0.686927,0.693191,-0.301726,0.622619
1.193062,0.352251,2.597908,1.497143,0.529010,1.462518
-0.010644,-0.407310,2.464254,-0.422837,-1.613384,0.964233
0.879134,-0.530590,-0.419174,0.387009,1.407230,-1.589555
0.317730,-1.159137,-0.948920,-0.350486,0.167170,-1.337356
0.676762,-0.334952,0.970181,-0.439412,-1.816596,-0.360503
0.345907,-0.363850,-0.196713,0.399479,0.854028,-0.330945
1.270164,0.700942,0.429595,0.458039,0.799777,1.058731
-1.058082,0.045551,-1.358928,-1.273606,-2.262600,-0.947102
0.843938,0.024000,0.304639,-0.970714,-0.744241,1.142320
-0.036161,1.397801,0.452701,0.994901,1.182867,1.696979
-1.655907,-1.463160,-0.722614,-3.615568,-2.807143,-2.257269
-0.391504,0.777971,0.800112,0.295485,-0.118187,1.916800
0.775819,-0.778357,-0.539407,0.331548,-0.674669,-0.462861
2.306008,0.632638,1.791410,1.673108,1.709108,0.277475
0.276948,0.651488,-0.941366,-0.053217,0.075272,0.200950
-1.083133,0.282941,-1.297456,1.058295,2.801584,-0.022946
-0.054639,-0.369188,-0.157047,-0.496285,-1.014268,-0.814275
1.971361,1.357596,0.914186,1.706554,0.400250,0.807673
-1.635433,-1.600346,-0.217262,-1.964152,-0.592152,-2.935044
0.726662,-0.517376,-1.860695,1.008306,0.940562,-1.420029
0.501207,0.388051,-0.237845,-0.697274,-1.981892,0.122751
1.894259,-0.129096,-1.158468,1.980261,1.294812,-1.115805
0.906822,0.211896,-0.471946,0.725225,0.922829,-0.779735
-2.560553,-0.510273,-0.985449,-1.934701,-1.425852,-0.845390
-1.243403,0.045372,-0.523743,-1.961661,-0.927326,-0.586018
2.630488,1.707357,0.266742,1.396039,1.691454,0.671871
-0.694434,-1.697872,-1.401183,-2.586798,-0.935737,-0.963050
-0.632781,-1.008179,0.662800,-0.501065,0.975549,-0.214958
-0.749045,0.179985,0.197927,0.340062,-0.885204,0.231757
0.199016,-0.152206,-0.608333,1.699678,0.514371,0.058244
-0.250304,0.896805,0.145580,0.161607,-0.282762,0.502280
1.462605,1.345447,-0.441884,1.247059,0.915460,0.124152
-1.780981,-0.112728,-2.311222,-2.139444,-0.099889,-0.691168
-2.144641,-1.952446,-1.048523,-0.219127,-0.227446,-1.535629
2.018438,-0.228058,-0.634137,1.045030,-1.770719,0.524808
2.546067,1.923149,-0.502141,1.352991,0.016093,1.345835
-1.186848,-0.185706,0.677048,-0.369371,-0.265656,0.747743
0.175642,-0.533372,0.214240,-1.628227,-1.799300,0.638464
0.843638,-0.960515,1.202360,-0.690848,-0.627899,0.672342
0.394090,0.367887,1.236152,-0.879507,-0.235545,0.008087
-0.464013,-0.201175,-0.807337,0.229823,-0.904693,-0.514766
-0.332788,0.461316,0.122230,-1.228984,0.232687,-0.414432
-0.463058,-0.559477,-0.622596,-1.083478,-0.297896,-0.106640
0.675484,-1.376335,-2.271360,-0.771721,0.443309,-0.516213
-0.774497,-2.107884,0.016006,-0.984923,-0.159954,-2.031541
-0.828341,-2.005446,-3.106140,-0.565820,-1.237900,-0.753540
