id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
472,0.6154,-0.2140,0.0038,-0.7436,-0.9109,-1.6680,-0.9433,1.3674,-0.4219,-2.3644,1
473,7.8371,8.4374,5.8735,9.3038,8.5034,7.7439,6.2491,8.0604,7.4727,7.6416,2
474,0.0751,-0.1370,0.2369,-0.0733,0.4161,0.9108,-0.5278,2.5667,1.6847,-0.4908,1
475,0.4150,-1.0420,0.2660,0.7811,1.3416,1.1396,-2.2168,-0.5812,0.8051,0.2634,1
476,-8.7675,-6.8313,-6.5453,-8.5738,-5.8130,-6.1445,-6.5063,-8.6992,-5.0364,-8.0713,0
477,-6.1990,-5.1714,-6.9075,-8.5128,-7.8655,-7.4300,-9.2920,-7.4351,-6.3001,-6.1915,0
478,9.5290,6.5612,7.5423,6.7666,5.9636,7.0541,7.0685,8.6401,6.1546,6.9791,2
479,-7.9961,-6.1073,-7.0839,-5.9787,-7.8524,-5.5902,-7.6045,-7.4737,-6.2237,-7.1949,0
480,7.2322,6.6534,6.9459,8.7126,8.4934,7.4457,7.4038,7.0979,7.8386,7.0439,2
481,-6.9602,-7.3853,-7.0308,-8.9421,-5.7539,-7.0606,-8.0355,-7.0415,-6.7302,-5.9518,0
482,8.9091,6.1083,6.8852,7.6103,6.5755,5.5265,5.8975,8.2401,5.9560,5.2282,2
483,-5.5973,-6.4206,-6.0947,-7.8381,-7.6849,-6.7510,-7.7683,-6.8761,-5.4132,-7.6593,0
484,-8.3659,-5.5561,-8.9237,-7.2838,-6.9401,-5.3050,-6.2513,-8.0667,-6.2320,-4.9536,0
485,7.0856,6.7245,6.3193,5.6101,7.7652,6.9665,8.3416,9.8024,6.9995,6.3143,2
486,-0.9803,-0.0440,-1.6344,0.1630,-0.4926,-1.0116,-1.0894,0.6160,-1.6416,0.2018,1
487,2.9783,0.9613,0.0909,0.0944,0.1183,-0.0775,-0.6993,-0.3756,-0.0958,-0.6758,1
488,7.9234,5.8436,6.1453,7.9857,7.1700,7.6825,6.9146,6.6839,6.0883,5.3925,2
489,2.5783,0.0980,-0.0133,2.1887,0.3009,-0.1031,-0.5811,2.2358,1.0173,-0.6123,1
490,8.4748,6.0776,5.1129,8.3823,7.2941,6.8599,6.6563,7.8867,7.6281,6.1846,2
491,0.3368,-1.3393,-0.3668,0.0747,1.2192,0.8405,-1.0605,2.5488,1.8623,-1.4840,1
492,1.1475,0.9343,-1.0569,0.3097,1.2257,-0.8551,-1.1778,2.7162,-0.7238,-1.2889,1
493,-7.1657,-8.4759,-7.2021,-5.3178,-5.8093,-6.1770,-7.9158,-5.8342,-6.1371,-6.6324,0
494,0.7054,1.3711,-1.0068,1.0163,-0.0189,2.3066,-3.5341,-0.4949,2.2928,0.9958,1
495,7.8389,7.3398,5.9068,7.2321,6.5154,6.4972,6.4307,8.5587,6.0966,5.7072,2
496,1.1017,-0.1172,-0.6495,0.1569,1.5245,0.4693,-0.7999,0.8557,0.0254,-1.8660,1
497,-0.0233,-0.3812,-0.4665,0.3944,-0.1085,-0.1560,-0.9649,0.2140,0.5630,1.8964,1
498,-7.8504,-6.2569,-5.1757,-7.0167,-7.2557,-6.6184,-7.2844,-7.5747,-4.5612,-6.7819,0
499,7.8949,5.3159,6.7656,7.2382,11.4650,6.2383,6.9455,8.6344,8.6746,7.1839,2
500,-7.3847,-5.4584,-6.4730,-8.6798,-6.8585,-6.9039,-7.6386,-7.3844,-5.6937,-7.3128,0
501,8.1102,6.7713,6.9749,8.5014,7.9331,6.1329,6.1866,7.9432,7.5645,5.8700,2
502,2.0468,-1.2185,-1.6778,1.6777,0.7059,-0.3211,-1.4617,-1.1056,0.1792,-1.4760,1
503,0.8009,0.8484,-2.8023,1.0873,1.3005,0.8900,-0.4805,0.3162,0.2706,1.2025,1
504,-5.7450,-7.2893,-7.9362,-6.2890,-6.2007,-6.9446,-6.9285,-5.6150,-4.8712,-6.0534,0
505,-5.3346,-6.8383,-7.9627,-8.0314,-6.0296,-6.2941,-8.9488,-7.6115,-5.6388,-6.0011,0
506,-6.2763,-5.9881,-5.2992,-6.7558,-6.2496,-6.3216,-6.8496,-9.0477,-6.5309,-6.1047,0
507,0.1832,1.2326,-0.0487,-0.0779,-0.3479,-1.8646,-1.3501,0.2802,-0.8984,-0.9138,1
508,-7.5077,-6.0435,-8.0929,-6.6982,-5.6482,-5.6114,-7.6593,-7.9370,-5.2103,-6.8870,0
509,0.3243,2.0036,-1.2186,-1.1644,-0.8161,1.5435,1.0384,1.4428,-0.0260,0.1271,1
510,-6.9599,-7.2043,-9.5030,-8.2083,-7.2703,-4.5538,-5.2411,-8.2760,-6.4477,-6.0948,0
511,-6.7483,-5.4795,-7.0438,-7.3638,-8.4056,-4.8342,-9.0173,-7.7365,-6.2321,-7.8424,0
512,0.6692,-0.3012,-2.4356,0.4279,-0.4492,1.9416,-0.0188,-0.6705,2.4680,0.4680,1
513,-0.6129,-0.2012,-1.1059,-0.5950,0.1415,-0.4303,1.2354,0.3833,0.5139,-0.6534,1
514,-4.7670,-5.8838,-8.4542,-6.7851,-7.2556,-6.7640,-5.9151,-6.4220,-4.8198,-5.3717,0
515,-7.3572,-6.1396,-8.9689,-7.1432,-6.0771,-6.4006,-10.2431,-6.0749,-5.2806,-5.4668,0
516,-0.8379,-1.1320,-0.3671,0.3220,-1.0529,-1.4324,-1.3384,-2.8251,0.3489,-0.1345,1
517,-7.4837,-5.9937,-6.8671,-6.4283,-6.1074,-6.8072,-7.4473,-5.6902,-4.9579,-5.7214,0
518,-7.3912,-3.9190,-6.9565,-7.7346,-7.1365,-5.9017,-8.2003,-7.3116,-6.0013,-8.1574,0
519,8.5673,5.2991,5.6961,8.8795,5.8538,4.9324,6.6422,7.6957,8.7621,7.0578,2
520,7.4783,6.6925,7.8797,8.8833,6.8651,6.6538,5.0384,7.1859,7.7569,5.2885,2
521,6.6719,5.1308,4.4188,8.8279,6.1506,4.6646,6.6744,8.0812,5.8140,5.1330,2
522,1.2537,0.9735,-0.0569,0.4884,1.4012,0.0916,-1.2811,-0.0061,-1.0841,-0.0186,1
523,0.4484,-0.1334,-2.2770,-0.0976,1.0730,-0.8527,-1.5986,1.8953,0.2097,-0.3626,1
524,-6.5802,-5.7724,-7.4131,-8.8454,-7.3730,-8.0601,-8.3180,-6.3097,-8.0487,-6.7465,0
525,7.5368,5.7411,7.4092,7.7976,6.6405,4.0345,6.1706,11.2213,6.3857,7.4763,2
526,-1.1879,1.2725,-1.7579,-0.9346,0.6118,-0.1392,0.4148,-0.9435,1.5970,0.2325,1
527,-5.3956,-5.4634,-8.8230,-7.8610,-5.2948,-5.2354,-7.0304,-6.9933,-7.0428,-5.6307,0
528,-7.0314,-6.9994,-6.8980,-9.8381,-6.7620,-6.7680,-8.1370,-7.2365,-7.4431,-7.8103,0
529,7.3364,6.2807,6.8945,9.1688,4.9867,8.7705,7.4432,8.2076,6.7700,6.2185,2
530,-0.6287,0.4835,-1.1709,-0.6099,0.0907,1.6010,-0.5916,-1.1082,1.7666,-0.3371,1
531,-7.1051,-5.1560,-6.0357,-7.7848,-6.1733,-5.8133,-7.5192,-6.8457,-7.4288,-7.7678,0
532,8.5754,6.2908,5.7685,7.3179,6.7832,7.0874,6.8390,8.6326,6.4096,8.0087,2
533,-7.9418,-6.2620,-6.9883,-8.0702,-6.2526,-7.6498,-8.4308,-6.9037,-8.0657,-6.3892,0
534,7.9887,7.1107,5.7184,6.6290,9.5927,7.2971,5.8938,9.2613,6.0711,6.3404,2
535,8.0640,5.1797,5.6576,8.7642,8.1100,6.3446,6.4494,7.0963,7.3916,8.3745,2
536,7.5384,8.2017,6.0865,8.6213,7.5057,7.6791,6.9247,7.5090,7.7358,7.0425,2
537,0.2470,0.6708,0.6555,0.5047,0.7847,-0.6262,0.0272,-1.7068,0.7293,-0.7913,1
538,-5.6591,-6.2390,-6.7047,-6.9790,-8.0388,-5.6458,-8.4272,-7.9659,-5.5353,-6.7591,0
539,7.3230,7.0544,6.6938,8.9106,5.1534,5.2965,6.3522,9.3035,8.0547,5.8302,2
540,4.9093,8.0927,4.1213,6.3622,7.2287,6.6793,8.7947,7.0454,7.2214,7.4184,2
541,-6.5031,-6.1838,-6.8709,-6.6478,-6.2444,-5.4541,-6.6343,-7.6936,-7.2547,-6.3723,0
542,-7.0710,-6.2680,-7.3826,-5.6074,-7.7214,-6.2764,-7.9193,-7.9377,-8.5321,-7.3867,0
543,7.1236,8.5358,4.6791,6.7884,6.7612,5.3605,6.3029,8.0730,6.5725,6.1256,2
544,7.3220,8.2573,7.7962,6.7589,6.9909,4.7256,6.4323,10.6637,6.7755,6.2315,2
545,9.0450,4.9675,6.0980,8.2469,7.3421,5.3670,7.4578,7.4915,7.5889,5.7268,2
546,1.0452,0.1860,-0.9067,1.1719,0.8298,-1.1211,-1.8635,-0.5957,1.4992,0.0757,1
547,2.6127,0.7150,-1.4265,2.5766,1.2976,1.3358,-0.9650,0.8506,1.1159,-1.5310,1
548,-7.9424,-5.5432,-6.9805,-8.5264,-6.2828,-6.6882,-6.7493,-7.7515,-7.1376,-3.5486,0
549,-0.2110,-0.5038,0.8789,-0.7733,-0.2167,0.0561,1.3742,0.6511,-0.3789,-1.6683,1
550,7.0930,6.1001,6.1268,7.0842,7.8578,7.2752,6.3749,8.0393,5.4706,6.7537,2
551,-0.3483,0.3023,0.6857,1.1902,0.0908,0.1725,0.2785,0.5023,1.6589,-0.8938,1
552,-7.9340,-5.9518,-6.5841,-7.0954,-6.5676,-7.2669,-8.5538,-8.0159,-7.0816,-8.3561,0
553,-1.0756,-1.4336,-2.2343,-0.0679,3.0174,0.1065,1.3045,-0.6238,0.5445,0.7985,1
554,2.0511,-0.1714,-0.2969,0.1763,1.6111,-1.6211,-1.2422,1.2827,1.2042,0.1053,1
555,7.0014,7.0390,7.7260,7.8109,6.5457,6.7512,8.1631,7.6446,5.5169,5.1670,2
556,7.4185,7.6988,7.0780,8.0606,6.6674,5.6966,5.2627,8.2674,6.1529,4.9379,2
557,-7.0002,-6.4850,-5.9076,-9.0769,-8.1620,-5.0807,-7.7335,-10.4256,-7.4102,-6.1195,0
558,-7.2485,-7.4847,-6.4862,-8.4096,-7.4224,-7.3096,-6.6714,-8.4247,-5.9344,-7.4058,0
559,-4.6701,-6.6102,-8.0043,-5.4224,-6.7795,-6.2859,-7.1585,-9.3505,-7.3573,-6.8906,0
560,0.4834,0.1635,-1.9074,0.9863,-0.8706,-0.3120,-1.3255,1.1603,2.7190,-0.4763,1
561,8.4230,5.8954,6.0798,7.6608,9.2078,6.4335,6.7120,6.7044,7.7293,5.4358,2
562,9.0828,7.9952,7.6054,8.4487,6.6313,6.1209,5.9662,7.1568,7.1191,5.9259,2
563,-8.0442,-6.6462,-7.8420,-7.6857,-6.0805,-5.5222,-8.1141,-8.8531,-7.7629,-7.7085,0
564,6.5685,7.5246,6.8410,7.5287,7.3967,8.4432,8.1666,8.7129,6.7017,6.1039,2
565,8.0578,7.0894,7.6962,7.4085,7.3936,4.1880,6.9747,7.1973,7.9267,7.8323,2
566,-1.6260,-1.5126,-0.7374,0.9214,0.8779,1.4994,0.4707,0.3938,1.1908,-1.5359,1
567,8.4290,6.7567,6.2085,5.8646,9.2514,6.6600,6.9653,7.8345,6.9702,6.1322,2
568,-7.6408,-7.4964,-8.2843,-8.2881,-7.4101,-6.1076,-6.7421,-7.5511,-6.0447,-9.3154,0
569,0.4459,-0.5813,-1.4807,0.0043,0.2157,-1.1548,-0.8195,2.0875,2.3713,1.8947,1
570,-4.9476,-5.8149,-6.2143,-9.6813,-7.1310,-4.9811,-6.0212,-7.1855,-4.1407,-7.7430,0
571,8.7474,5.7510,6.0719,8.7346,7.6323,4.1954,6.1337,8.9990,6.2371,7.6650,2
572,6.5916,7.0600,8.1051,8.0662,7.3576,7.6995,8.6307,8.6981,8.1225,5.4710,2
573,2.4312,2.1072,-0.6413,-0.2643,0.1973,-0.6598,-0.2563,-0.0240,0.0533,0.4314,1
574,8.9825,6.7785,6.1064,8.7328,10.0984,6.1342,5.7859,7.5001,7.8106,6.1643,2
575,-7.0022,-3.0371,-8.9426,-7.0080,-6.8060,-6.6918,-7.3360,-6.3778,-6.8541,-7.1288,0
576,1.2436,-0.2565,0.0033,0.7910,-1.3214,0.2020,1.4294,-0.1419,-1.4269,-0.0888,1
577,4.6948,5.3167,5.4093,7.0407,5.5915,6.4778,6.8300,7.9216,7.6413,5.7527,2
578,1.0774,0.1519,-0.6174,-1.8106,0.9799,0.7710,-0.6669,0.1904,1.6757,1.1923,1
579,-7.2111,-5.5421,-9.1337,-6.6635,-6.0202,-6.2387,-8.6355,-6.7118,-6.4863,-4.1385,0
580,7.8848,5.9645,6.1219,8.0567,7.9343,6.3770,6.4358,7.2876,7.3256,5.7120,2
581,0.8762,0.6960,-0.7307,-0.3763,2.6322,-0.1390,-1.7443,1.7854,0.0069,-1.2040,1
582,-6.3962,-6.4437,-6.7280,-6.6746,-6.4501,-7.6240,-7.1602,-8.1461,-3.9032,-7.6390,0
583,0.6022,0.8418,-0.7486,1.1030,1.0689,-0.0175,-0.4366,-1.6079,-0.1564,-0.1932,1
584,7.3079,6.0030,8.7622,7.9769,6.5429,5.4563,7.3855,9.2136,6.2664,6.2877,2
585,-5.1930,-5.9846,-7.7971,-7.2806,-6.6166,-7.2735,-7.2320,-6.0072,-5.3040,-8.3769,0
586,2.2153,-0.7225,-1.0257,0.2692,0.8375,-1.6005,-0.9102,1.2934,0.2715,-2.3733,1
587,8.6931,6.8475,8.1200,5.5516,5.7348,7.3300,6.6216,7.8607,7.2394,6.1317,2
588,0.4895,1.5139,0.7144,-0.1069,0.6629,0.2794,-0.7138,1.7829,0.6306,-0.8238,1
589,-6.4577,-5.2800,-6.7273,-6.9923,-8.1174,-9.3560,-5.8151,-6.8228,-7.6196,-8.1565,0
590,0.9635,0.1436,-1.4394,1.0668,0.1873,0.0799,0.0973,0.3108,-0.2934,-0.1740,1
591,-0.4198,-0.8087,-3.4326,0.1890,1.6238,-1.0028,1.2404,-0.3424,-0.7769,-1.5873,1
592,6.2777,6.2877,5.8006,9.3160,6.9948,5.9425,7.0889,8.6787,6.4718,6.0808,2
593,1.9647,0.5014,-2.4673,0.3361,2.5445,-0.3656,-3.6035,0.7347,1.6983,0.0729,1
594,8.7826,4.9355,4.9801,7.9217,8.2380,5.4704,7.8333,8.2979,6.9345,6.2323,2
595,9.3323,7.7925,8.2240,8.3468,8.0377,5.9703,4.9187,7.5119,6.6782,7.1203,2
596,-1.1430,0.8065,-1.6113,-1.1578,0.4917,-0.5734,0.2792,1.0243,3.5748,-0.5755,1
597,9.0419,6.1277,7.9979,8.1647,8.5330,7.7795,7.8161,9.0285,6.7644,4.9734,2
598,2.5449,0.5336,-1.9239,-0.5522,0.4550,-0.7307,-0.2067,-0.2383,-0.5625,0.2897,1
599,0.7949,0.3992,-2.2982,1.3219,1.5458,-2.1626,-0.7169,-0.0331,0.6868,-0.9932,1
600,-7.3353,-4.2052,-7.5450,-8.2684,-7.6693,-7.1520,-8.4513,-7.6927,-4.6182,-6.5341,0
601,-6.5949,-6.1813,-6.1885,-5.2809,-5.5046,-6.9752,-8.4934,-6.9473,-6.5973,-7.4493,0
602,0.0989,-1.0980,0.4135,0.8252,1.5167,0.0810,-0.5576,1.1284,1.1175,-1.4467,1
603,1.0549,1.5937,1.4804,0.2149,0.3806,-1.4421,-1.6414,0.1215,1.7746,-2.9139,1
604,-1.1129,-0.5198,-0.5037,-1.1422,0.8553,-0.5388,-0.2648,0.8046,1.7276,-0.1021,1
605,-6.3323,-5.6427,-7.3027,-8.0185,-6.3272,-6.6194,-6.8632,-8.3930,-5.6864,-6.6628,0
606,-8.1106,-6.1678,-7.7932,-8.2025,-7.1016,-5.0578,-7.1898,-9.4331,-6.0583,-5.6775,0
607,-7.7942,-6.1731,-7.6582,-6.8246,-5.8112,-6.5676,-7.1922,-8.1282,-7.4718,-6.4055,0
608,1.1863,0.8759,-0.8181,-0.1727,1.2504,0.4390,-0.5648,1.9015,1.3361,-1.4147,1
609,-7.3601,-5.9679,-6.3867,-7.6976,-8.0005,-6.7623,-6.9902,-5.4496,-6.4635,-6.7439,0
610,1.7732,0.7902,-0.4503,-0.1386,0.4883,-0.8201,-1.5252,-0.4533,-0.8319,-1.7437,1
611,9.0500,6.3653,5.8939,7.5197,8.1257,6.6073,6.8951,7.7824,7.6761,5.7229,2
612,1.9350,0.6919,-0.9747,1.1167,1.0049,0.2589,-0.0797,-2.2916,1.5345,0.8386,1
613,-5.7596,-5.6381,-7.9076,-8.0953,-4.7568,-5.5592,-8.4832,-8.2604,-7.6798,-7.7729,0
614,2.6588,0.3002,-0.5607,-1.8388,0.0221,0.5461,-1.0732,-0.9916,-0.3814,-0.6578,1
615,-8.9890,-6.8294,-6.7468,-8.4499,-5.1932,-6.3336,-6.1512,-7.0860,-6.8853,-7.7235,0
616,6.0265,6.1202,6.5389,7.9660,7.1439,8.1549,6.5666,8.8184,6.4590,6.7926,2
617,6.5489,8.4555,7.5732,6.0391,6.8049,7.5842,6.5182,7.6679,8.5611,5.5111,2
618,8.0758,6.1984,4.6944,7.2148,8.5109,6.2340,7.5268,9.5070,7.9891,6.7898,2
619,0.6224,0.4109,-0.6654,-0.6117,1.2136,-0.4409,-1.1366,0.0392,1.3726,-0.8042,1
620,-6.7481,-5.7414,-7.6856,-6.0024,-7.5181,-5.4950,-5.9185,-8.6817,-5.0203,-6.7540,0
621,7.2635,6.3074,7.0055,8.3903,9.0717,8.3592,6.5033,8.9177,7.4973,5.1438,2
622,-6.7544,-6.1270,-6.1059,-8.6531,-5.5738,-6.2277,-7.5961,-8.0581,-6.2107,-6.2035,0
623,0.2058,1.4133,0.7764,0.1279,-0.0861,-1.1949,-0.6078,0.2158,1.4936,0.2881,1
624,0.4889,-0.8400,-0.3890,-1.8960,2.5801,-0.6838,-0.3988,-1.4218,-0.4935,-1.0626,1
625,8.6035,5.3710,5.5072,7.1623,5.5534,6.1350,6.9341,6.4085,7.4827,6.5698,2
626,-0.3005,-1.0522,-2.0029,0.2955,0.4332,-0.5855,-0.8278,0.5489,1.3069,-0.5131,1
627,-7.9624,-5.3425,-6.2472,-7.8583,-6.8997,-5.8638,-8.7578,-6.2207,-5.9397,-6.6229,0
628,6.5074,6.2841,6.5561,7.5759,7.1693,5.7488,6.6792,7.9588,6.8601,6.4681,2
629,-6.6603,-4.3612,-6.1020,-6.3304,-6.9612,-5.6574,-5.7949,-8.6993,-7.9897,-5.7752,0
630,1.8296,0.9900,-2.4277,0.1518,2.5761,-2.2736,-1.6413,0.3037,1.1759,-1.8430,1
631,-0.1562,-0.3841,-0.5421,-0.3050,1.2770,1.2351,-0.1719,0.3733,2.4725,-1.7434,1
632,1.5753,0.6538,-0.1315,-0.0653,2.2713,-0.5544,-1.1601,0.9811,0.3625,-1.1957,1
633,-0.1011,-1.1203,-0.4712,0.2480,1.1369,-1.3222,-1.2439,0.0975,1.0483,0.7508,1
634,0.5135,0.4709,1.6416,-0.6383,-0.5727,-0.5894,-1.5336,0.2325,1.3066,-0.1827,1
635,1.8542,0.7421,0.3462,-0.6100,-0.5254,-0.3975,-0.0532,0.5812,0.8767,-0.5504,1
636,0.4073,1.5553,-1.4177,0.7496,0.0224,-0.3332,0.1799,-0.3042,0.3961,-0.4066,1
637,-7.5811,-5.0889,-7.1529,-9.7820,-7.4846,-6.6583,-7.3164,-8.1942,-8.1869,-4.5343,0
638,8.7883,7.3571,5.4054,8.9995,7.3911,5.7566,6.3957,8.2074,5.4600,6.8343,2
639,-8.6223,-5.1367,-6.1923,-6.4652,-5.8792,-5.7456,-6.8940,-9.7745,-8.7633,-6.0639,0
640,1.9902,0.4531,-2.1923,1.2774,0.0341,-0.0977,-0.6858,0.5436,-0.3516,-0.9688,1
641,1.7544,1.5227,-1.7750,0.2948,0.3741,1.3202,-2.3060,0.7814,-0.4168,-1.1473,1
642,-7.6500,-7.0725,-6.4370,-5.7387,-5.6605,-6.7705,-7.5128,-8.6199,-6.9526,-7.4458,0
643,-0.3777,2.8946,-0.9727,0.2828,1.2447,0.5035,-0.6012,-0.4242,2.4764,-1.0815,1
644,-6.8123,-6.2154,-6.9615,-5.8056,-7.1833,-8.2985,-9.1161,-8.3594,-6.7913,-6.1717,0
645,-6.7453,-7.5555,-5.7191,-8.1581,-8.2271,-5.3213,-7.4041,-9.9032,-5.8425,-7.1164,0
646,8.0794,6.4815,3.9251,7.1175,7.8359,5.3819,7.6572,8.3443,8.4987,6.4062,2
647,-0.0199,2.1235,-2.0716,1.1317,0.9097,-1.6061,-1.2414,-0.0205,0.5886,-1.7313,1
648,8.9008,7.1011,5.6299,6.5007,7.1802,6.1151,6.5237,6.5590,7.8411,6.2061,2
649,7.4488,6.3336,6.5745,7.2753,7.7480,6.6534,5.4259,7.1643,6.5742,5.7580,2
650,-8.6143,-5.7178,-8.2665,-7.3215,-5.1569,-7.1145,-9.4405,-8.4893,-5.3440,-5.6752,0
651,0.4914,0.3310,-0.9210,-0.5438,0.6516,-0.1272,-0.7076,-0.5577,1.2363,0.1279,1
652,-0.1051,0.8594,-0.0694,-0.7073,0.7510,-0.0309,0.8121,1.7564,0.2084,1.2477,1
653,6.8883,7.6019,5.5903,7.8000,7.2342,7.3412,4.6138,8.1557,6.5255,6.9492,2
654,8.8369,5.4165,7.2583,8.0815,7.0544,3.9814,7.0469,7.1478,7.2900,5.2183,2
655,-6.1264,-4.2289,-7.5710,-5.8879,-5.4222,-6.7061,-8.0726,-8.4105,-4.8183,-6.7599,0
656,0.3489,0.4389,0.9049,0.5251,2.1260,-0.4914,-0.1782,-1.2015,1.0844,-2.5592,1
657,-5.6838,-6.3650,-5.7487,-7.3387,-7.1136,-7.9287,-6.4399,-5.8418,-4.9690,-8.1515,0
658,8.3917,7.7777,6.7792,6.7822,6.5502,6.9595,6.4926,7.6131,6.9409,8.1760,2
659,-0.9319,-1.4282,-1.4111,-1.9561,2.3359,-0.6191,-1.2496,-0.5493,1.0310,0.4315,1
660,8.4906,7.3027,6.3372,7.2995,8.0449,5.7694,7.8082,8.0938,8.0685,5.5495,2
661,6.4857,6.9762,6.4237,7.8477,7.2581,6.1779,7.4551,8.7360,6.6589,5.4180,2
662,7.7306,5.3499,7.1989,6.4778,6.0325,6.6671,5.7828,7.3815,7.9668,5.7859,2
663,7.6074,5.8427,3.9183,6.5137,7.0161,5.8147,6.1598,7.1255,7.3768,7.0236,2
664,-6.8733,-6.2067,-6.9003,-8.6513,-6.4260,-5.5721,-7.3156,-6.8291,-6.9869,-6.1645,0
665,8.1383,6.2653,5.0476,6.6403,6.9540,6.4977,7.3544,9.9564,7.0023,4.1718,2
666,-0.3172,-0.0231,-1.3751,-0.8012,0.0053,-0.1544,0.5964,-0.5288,1.0321,-2.0971,1
667,8.2951,8.2365,6.9450,7.5008,7.4258,6.9263,6.8035,9.2430,8.0319,5.5230,2
668,1.6098,1.0231,-1.1819,-0.5991,2.5471,-1.3383,-0.8478,-0.1972,0.2720,1.4733,1
669,1.1853,-0.0055,-0.4582,0.7375,2.1641,-0.1521,-0.7306,-0.0977,0.9204,-0.5649,1
670,-0.8073,0.3408,-1.1541,0.7437,0.4224,1.5879,-2.2274,1.6605,3.1973,-0.2486,1
671,2.2147,-1.3858,-2.0426,-0.0726,0.2628,0.6446,-0.3909,0.5361,2.7404,-0.8865,1
672,-0.2725,0.8546,-0.4498,-0.6811,0.4334,-1.0168,-0.4287,0.2475,0.9871,-0.0086,1
673,-7.6854,-6.1039,-8.1552,-8.3928,-5.3641,-7.5388,-7.3214,-8.8103,-7.1594,-6.8890,0
674,-7.5475,-6.8062,-8.4704,-7.1297,-6.0578,-7.0479,-9.0020,-5.5330,-5.7244,-7.2428,0
675,9.5310,5.3406,6.2859,7.5139,8.0279,5.2471,6.6655,8.0808,7.8352,6.3507,2
676,1.3593,0.9103,-0.6118,0.6772,-1.0739,1.2201,1.2169,0.3046,0.7419,0.6114,1
677,6.9426,7.1043,4.4617,9.1420,8.4835,6.5941,6.3989,7.8603,5.1178,7.7029,2
678,8.3657,6.7188,7.0758,9.1864,7.0586,6.7439,6.2200,8.1405,7.2379,6.6288,2
679,-0.9024,-1.3034,-0.8446,-0.5071,0.9732,0.0934,-1.6149,0.9417,1.7611,-1.4028,1
680,6.3233,5.2679,5.8820,5.7099,7.5338,4.5455,8.0748,8.0814,6.9440,5.7190,2
681,-0.3478,1.4960,-1.2333,-0.6232,0.0925,1.7410,-0.2522,-1.9297,1.6731,0.0836,1
682,-7.3542,-6.9745,-7.4544,-9.4778,-6.2750,-5.5885,-7.2416,-7.8700,-5.0179,-7.2535,0
683,3.6493,2.1227,-1.9599,0.8514,0.2766,0.3021,-0.7274,1.5412,0.9005,-1.1314,1
684,6.8405,5.7687,7.0396,7.1271,7.6998,6.0370,6.1603,9.4995,6.6753,5.9886,2
685,-8.1288,-6.0358,-8.7842,-7.1294,-6.4265,-6.4575,-8.2881,-6.7759,-5.0918,-6.0068,0
686,-7.7175,-7.0299,-7.7086,-6.7048,-7.6652,-6.8232,-9.6466,-7.3497,-6.1980,-5.3693,0
687,0.4794,0.6030,-0.9879,2.3876,0.3140,-1.2817,-0.8457,-0.2050,2.0288,-0.3265,1
688,1.2919,0.1580,-1.4158,0.4606,1.5098,-0.8373,-0.6074,1.2794,0.5779,-0.9513,1
689,-5.2782,-6.0441,-6.6238,-8.4077,-6.4667,-6.6111,-8.0283,-8.3197,-5.1992,-8.0810,0
690,1.4724,0.2494,-1.3765,-1.1946,1.1371,0.9839,-2.9048,1.2055,2.1022,-0.5066,1
691,-7.2252,-7.1691,-7.3971,-8.4687,-6.9347,-6.3204,-7.4286,-7.7609,-6.8261,-7.0271,0
692,6.8328,8.8717,7.4716,8.9066,6.9991,7.1721,6.0029,8.3120,7.3798,4.5258,2
693,-8.1823,-7.6880,-7.3399,-8.1814,-6.9552,-4.8955,-6.6409,-5.0594,-5.5718,-7.2857,0
694,-7.2726,-5.6376,-7.7422,-8.9534,-7.1220,-5.4660,-9.1446,-4.0716,-6.5247,-6.8828,0
695,5.9524,6.6632,7.6964,8.1341,7.7872,8.3054,6.2092,9.2840,8.6699,6.0111,2
696,-7.5983,-6.5321,-8.1880,-8.0142,-6.3004,-5.7312,-6.9294,-7.5233,-7.1983,-7.9837,0
697,8.7973,5.4006,6.9940,6.4421,8.4268,6.8885,7.0362,6.6506,5.4947,5.8373,2
698,0.7780,2.4475,-0.8280,1.5087,-0.7627,0.4028,0.1145,0.6294,-1.6506,-1.0809,1
699,7.6707,7.8436,6.2596,6.2355,7.0728,5.8030,6.5495,9.1940,8.9096,6.3514,2
700,7.5408,6.4983,6.9529,8.7243,5.8735,7.5728,6.7789,8.6323,8.0656,7.1254,2
701,-0.1616,1.1754,-1.7753,-0.8305,1.8962,-2.6933,-2.0265,0.6733,3.1073,-0.1146,1
702,-8.0242,-5.4966,-9.0159,-9.4138,-6.5700,-4.9265,-7.0518,-7.9302,-6.5108,-6.9325,0
703,-5.9796,-6.1748,-6.3989,-7.9811,-5.3285,-5.5657,-8.1360,-8.6394,-8.7617,-6.2065,0
704,-6.4856,-5.7292,-5.7479,-7.8225,-6.2681,-6.6159,-7.8386,-8.1860,-7.6476,-6.3331,0
705,2.1779,0.3078,-1.0357,1.3221,1.4435,0.3038,-0.0401,1.3082,1.5062,0.9985,1
706,-0.7136,-0.1910,0.4272,1.3347,1.0034,-0.9559,0.6534,-0.2194,0.4947,-0.7602,1
707,-7.0392,-6.3197,-8.3712,-6.9829,-6.9591,-6.9245,-7.9291,-7.0447,-5.4371,-5.4007,0
