id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,label
r00295,2.010063,0.949592,0.548865,-0.432804,0.729164,-0.826223,0.541998,-0.667143,2.775850,1.027494,-0.189143,0.224720,0.162120,0.885581,1.286673,-2.270744,0
r00296,-0.078584,0.504249,2.166796,1.969228,-0.522429,0.084427,-0.436589,1.117905,-0.862711,-0.883983,0.163176,-1.075885,0.818268,-1.280496,-0.358389,-0.281217,0
r00297,-0.332944,0.735027,1.420872,-1.443926,-0.448690,-1.443297,0.118891,0.137908,0.958804,0.513590,-0.756501,2.991333,1.148046,0.794069,-0.229251,0.592704,1
r00298,0.713406,-1.713582,-1.138888,0.157815,1.012303,0.904105,-0.030562,-2.086130,0.778758,-1.635791,0.776466,2.118241,0.624586,0.388302,-1.513978,-0.443264,0
r00299,-0.883045,-1.062700,-0.225177,-0.988774,0.788274,0.219820,-1.400259,-0.754759,-1.044367,0.712277,0.830143,-1.107217,-1.008701,0.135525,0.769538,0.584642,0
r00300,1.175288,-0.191514,-1.423949,0.345821,0.146830,1.073462,0.042783,1.221639,-1.782492,-0.089587,0.053167,-0.947417,1.288787,-0.079289,-0.454057,0.383379,0
r00301,0.931092,0.093626,-0.602407,-0.517643,0.780106,0.824266,0.487261,0.508577,-1.600776,0.015264,-0.812386,1.291229,-0.228639,0.496580,0.403067,-1.386974,0
r00302,-0.915022,-1.374420,-0.369238,-0.028510,0.734727,1.009194,-0.150059,-0.227389,-0.246462,-2.206817,-1.661333,-1.245231,-1.668798,0.104138,1.219103,0.199178,0
r00303,-0.025160,-1.765434,0.900453,-0.481343,1.576483,0.493595,2.377269,-0.213993,0.141678,-0.162524,-0.930835,-2.058892,-0.438905,1.316247,-0.818941,-0.541907,0
r00304,0.387257,-0.214801,0.781407,1.464291,0.108450,-1.141057,0.447149,-0.479671,0.002286,0.286053,0.440908,-0.724306,-0.883260,-0.733630,-0.768390,-0.211218,0
r00305,1.300648,1.245398,-0.868152,0.315054,-0.303396,-0.079826,-0.027407,-0.908906,-0.357495,0.698705,1.558601,0.437584,-0.897405,-1.565826,-1.958863,0.342655,0
r00306,-1.024111,0.697421,0.337008,-0.783639,-0.918598,0.173237,2.442958,0.887343,0.993463,-1.434527,2.171415,0.167129,1.511923,1.576624,-0.125769,0.133473,1
r00307,0.011111,-0.223700,0.240237,-0.479207,0.144298,-0.269072,1.076641,1.079120,-1.236928,-1.015690,0.906717,0.914446,1.084038,-1.470824,0.910740,-1.248447,1
r00308,0.486254,-1.089915,-1.344109,0.222058,0.271691,-0.581269,-0.284272,1.867489,0.043766,0.503538,0.832158,-2.667138,0.198399,0.207868,-1.301827,-0.073135,0
r00309,-0.800167,-1.123763,-0.465370,0.043631,-0.723359,0.872628,1.167391,-0.088958,-0.875373,-1.173568,-1.090990,-1.018625,0.548332,0.454495,0.315122,1.011390,0
r00310,-0.676949,1.997961,0.291408,0.194701,-0.016858,-0.359795,0.738815,0.239052,-0.913373,0.744191,-1.411797,-0.884048,0.689302,-0.351759,-0.940572,0.292855,0
r00311,0.498634,1.179441,0.417196,-0.571419,0.221962,0.355247,-3.426292,2.439353,-0.321092,-0.379465,0.681927,-0.133254,-1.276057,0.431127,1.997265,-0.349943,1
r00312,-1.430328,2.088393,-1.538615,-1.024346,-0.515814,1.312517,-0.500767,-3.141824,0.770090,-1.112913,1.400214,0.771061,1.648035,1.639342,1.916511,-0.590588,0
r00313,1.071641,0.832564,-1.154213,-1.308104,0.337247,-0.400051,0.029803,0.088188,1.143539,-0.118484,-1.659606,-1.146879,0.336336,0.823548,-0.532345,-0.745069,0
r00314,-0.052630,-1.018839,-1.095640,-0.626932,-1.955361,1.856790,0.364905,-0.729304,-1.287702,-0.444446,0.065408,0.586816,-1.170855,0.635605,0.650439,-1.083129,1
r00315,-1.113410,0.013241,0.840843,0.211455,0.178759,-1.424716,1.808435,1.052434,1.409545,-1.353901,0.029861,-0.891772,-0.079680,0.962921,-0.286956,0.164168,0
r00316,0.518577,1.433853,0.212422,-0.308523,0.341195,0.661657,0.525150,-1.006573,-0.368049,1.327517,-0.154323,-1.301025,-1.490841,-0.987372,-1.356645,-0.444906,0
r00317,-1.791839,0.910746,1.164964,-0.539367,-1.566622,-1.355881,0.688670,0.616969,-0.686732,1.139722,0.229323,-1.315073,-1.602884,-0.663272,-0.940845,1.149017,1
r00318,0.128126,-1.115616,0.007019,-0.185553,-1.198950,-1.077251,-0.159714,-0.446805,-1.411238,-0.161732,-0.590696,-2.370531,0.529650,0.451450,-0.146574,-0.253822,0
r00319,-0.297706,0.117510,-0.951045,-1.045291,0.438978,0.348703,-0.461442,0.726983,-1.329149,0.083573,-0.096828,0.182334,1.825623,0.730739,0.874487,2.222355,1
r00320,-0.545686,0.273896,-0.360732,-0.170153,0.036093,1.335632,-0.278691,0.306198,-0.436950,-0.623765,0.635461,-0.156194,0.404436,0.710696,0.703314,-1.920276,0
r00321,0.253001,-0.667657,-1.004248,0.736662,-2.293683,-0.393894,0.191107,-1.169822,2.113657,2.633771,1.853280,-0.095108,0.018205,-1.662360,1.547564,-0.621527,1
r00322,-1.092466,-0.611233,-0.252680,-0.211175,-0.338136,-0.305933,0.324452,-0.349001,-0.304948,1.628209,0.365991,0.539314,-2.356144,0.137741,0.418410,-0.063006,1
r00323,0.612029,0.065561,0.410566,-1.386849,0.622391,-1.014661,-1.692595,0.828733,-1.275568,1.348843,-0.415522,-0.224767,1.132256,0.200390,-1.451767,2.477530,1
r00324,1.090361,0.346576,-0.015769,-0.869698,-0.419976,-0.891707,0.072370,0.386957,-1.270063,-0.783144,-0.851070,-0.311533,0.503025,0.367711,0.664149,-0.718448,0
r00325,-0.481225,-0.376240,0.019137,0.372101,0.782012,-0.050771,-0.535866,0.249376,-2.489359,0.999177,-0.069411,0.063846,-1.155060,0.737887,-0.151816,0.236312,1
r00326,-0.458243,-0.966081,2.149672,-1.604072,-1.302002,-1.085656,-0.024110,-0.396373,-1.384459,-1.011369,0.284854,-1.296449,-0.063892,-1.803915,0.324276,-0.645267,1
r00327,2.055519,-0.195811,0.701248,0.467938,1.041633,0.638387,0.657211,0.852577,-0.804008,1.047287,-0.190564,0.446477,2.154318,0.018901,-1.059994,0.963771,1
r00328,0.342332,0.167039,-1.390716,-0.309883,0.704712,-0.345041,1.919425,-1.871077,-0.921699,0.922774,1.265053,0.783261,0.537586,-1.807222,-0.700022,-0.560736,0
r00329,0.670297,0.813872,-0.198373,-0.198192,-0.912567,1.753223,-1.793513,-1.337132,0.891655,0.790676,0.075174,1.424891,1.392662,-0.281470,1.635331,-0.446148,1
r00330,0.496976,1.819259,-0.684264,-1.313985,0.453335,-0.270967,0.215870,-1.953015,1.318977,0.031779,-1.082871,-0.053951,-0.201168,0.396181,-1.955879,-0.350355,0
r00331,0.040124,-0.181770,-0.811001,-0.451456,1.424881,-1.140748,-0.597560,0.509827,1.041564,0.192845,0.844533,1.502002,-1.185113,-0.079478,0.443251,0.283460,0
r00332,0.217218,0.554351,0.662127,0.596203,-1.152013,-0.325005,-1.028136,0.592838,0.961413,0.355473,-0.112497,-0.176002,-1.133580,-1.915389,2.592949,-0.411043,1
r00333,-0.348567,0.780991,0.309723,0.175569,-0.583782,-0.988086,1.554079,0.422786,0.790569,-1.179704,-0.733618,0.529560,0.734498,0.222727,1.943037,-0.147939,1
r00334,0.973300,1.722266,0.633869,0.088103,-0.436155,0.447470,0.698465,-1.615861,0.200396,-1.358243,-1.427867,-1.761922,0.510551,-1.398246,0.119474,-0.000374,0
r00335,-1.099107,0.489277,-0.000751,-0.537389,-1.185716,0.352329,-1.272406,-1.207058,-2.505266,0.500209,0.811977,1.814451,-1.507744,-0.838387,1.583629,-1.060068,1
r00336,0.692324,-0.769417,0.333309,1.009642,-1.244017,0.102062,-0.898260,-2.181097,0.515551,0.149163,0.046452,0.957616,-0.107758,0.143901,0.261786,0.631005,1
r00337,-0.805171,-0.256135,0.069797,-0.103683,-0.257096,-0.913150,0.197346,-0.686225,0.601774,-0.284025,1.229312,1.742406,-0.711245,-1.557068,-2.089912,0.805290,1
r00338,1.535016,-1.038543,0.771495,-2.188107,1.078717,1.542969,0.818256,1.225442,-0.132151,0.991393,-0.068949,0.509176,-2.005050,-0.354700,-0.391290,0.497004,1
r00339,0.273818,-0.726818,0.253757,0.191462,-0.790515,-2.410744,-0.492145,-1.211623,-0.433320,-1.613255,1.419209,-0.076542,2.445636,3.461083,-0.393479,-0.925766,0
r00340,1.690639,-1.270058,-0.814763,0.648770,1.356516,2.027524,-0.411505,-1.400936,0.339186,1.619824,1.893348,-0.660743,-0.411320,0.105799,-0.200072,-0.259324,0
r00341,-0.937555,0.448138,1.514297,-0.675351,0.898500,0.874323,-0.444581,-0.605170,-0.280052,-0.160938,-0.143727,-1.329344,1.907914,-1.075278,-0.100173,0.319644,0
r00342,-0.809063,-1.279703,-0.053205,-0.872888,-1.513794,0.996797,-0.646438,-0.478976,1.184822,1.041512,-0.691995,2.226603,0.576608,-0.915012,0.049487,0.217080,1
r00343,-1.549165,-0.372953,0.886353,0.567337,-0.792313,0.808292,-0.912709,-0.611368,-0.243183,-0.673202,-0.111000,-1.141016,-1.187291,-0.716282,2.208064,-1.563927,0
r00344,1.566109,0.138686,-1.397628,-0.298325,0.099708,1.074249,-0.889209,0.510799,0.731930,-0.429334,-0.288223,0.097364,-0.371910,0.660129,-0.455042,0.370961,0
r00345,-0.238982,0.877511,-1.093237,0.259529,-0.924410,-1.094166,-1.032123,0.171296,-1.447475,-0.140234,-1.813972,2.297900,0.681786,-1.805784,0.438417,0.550440,1
r00346,-1.481684,-1.364723,-1.743449,0.562049,-0.070614,-0.052279,2.172884,-0.372031,-1.327603,1.260550,0.407617,1.379855,-0.631383,-0.769779,0.313030,-0.418050,1
r00347,0.556172,1.172821,-0.031316,-0.212788,-0.314510,-0.637206,-1.167391,-0.166471,-0.099914,-1.012402,0.154200,-0.841618,0.886418,-0.296072,0.442860,0.762503,0
r00348,1.431090,-0.557230,-0.213696,0.425495,-0.595520,-1.475528,0.624156,0.721245,0.549448,-1.269444,1.338066,-0.311937,0.561836,1.059195,-0.728100,-3.686078,0
r00349,-0.209124,0.521567,0.790832,-1.366663,0.779055,0.826613,1.038968,-0.304166,-0.435197,-0.115153,0.959063,-0.102879,-0.813655,-0.228925,0.971631,-0.367590,1
r00350,-1.068152,-1.475383,0.462883,-1.087975,0.802731,-1.334536,-0.650754,0.963175,-1.210074,-0.429035,-0.474461,-0.921463,0.948158,-1.776903,0.818504,1.485671,1
r00351,0.480116,0.823569,0.013655,-0.244761,0.691239,-0.110638,0.789746,-1.033143,-2.269200,-0.526311,-1.450961,2.044429,-0.069059,-1.165248,-1.796928,0.279530,0
r00352,0.683285,0.228325,-0.930807,1.245087,1.332717,-0.665281,1.133538,1.618539,1.760207,-0.228888,-0.515611,1.675067,0.949371,0.908646,-0.277069,-1.211993,0
r00353,-0.578474,1.140014,-0.819632,-0.720984,-0.157491,0.632928,2.267280,-0.656305,0.433188,0.469929,-1.759804,-0.587365,-2.540151,-1.522385,-0.547656,0.861988,0
r00354,0.825964,1.513155,0.073160,0.738551,0.531644,-0.294094,-0.989966,1.719561,-0.032347,0.703996,1.663675,-1.402370,-0.920784,1.200531,-1.281451,-1.146989,0
r00355,-0.287818,-0.460337,-0.216971,-0.547772,0.185852,-0.357578,0.443137,1.094631,0.408688,-0.842039,-0.441743,0.367165,-0.305569,-0.798451,-0.078974,0.181628,0
r00356,-0.004506,0.596154,0.525871,0.447999,0.618943,-1.016217,1.108340,-0.631405,-1.294869,0.067749,-0.219405,-0.658930,-0.076983,1.426655,-0.658930,-0.986014,0
r00357,-1.746489,0.763348,0.303334,0.372679,-0.917117,-1.500795,-1.231975,2.236348,-0.213573,0.734378,-0.745269,-1.058940,0.408596,0.075892,0.708791,0.598075,1
r00358,1.649865,0.262542,-0.811700,-0.998191,-0.052070,0.580024,1.011545,-0.434658,-0.315539,1.060493,-2.037234,-0.572350,-0.775526,-0.131947,1.757378,0.966768,0
r00359,0.573467,-1.449296,0.441126,2.039146,-1.551250,0.080316,1.171868,0.245777,0.411142,-1.768025,0.307149,-1.018054,0.010855,1.994033,1.924879,-1.260677,0
r00360,-2.182366,-0.346126,2.116751,0.168591,0.244020,0.614827,-1.308672,0.630124,-0.059507,0.658933,0.702577,-1.100953,-1.588040,0.638691,-1.263204,-1.825246,0
r00361,-0.451693,0.353749,1.336264,0.624203,-0.135682,0.281025,-1.334817,-0.265977,0.711518,-0.426394,-1.293354,1.809410,-0.254796,-0.506249,-0.444601,0.453843,1
r00362,-0.369653,-1.454022,-0.296540,0.054696,-0.753919,-0.041803,-0.707401,-0.060045,1.874311,0.928366,-1.332996,-1.293692,-0.183294,-0.189343,0.750990,-0.050779,0
r00363,0.821088,0.155521,0.867251,0.522578,-0.439216,-1.107883,-2.856577,0.338674,-2.430006,0.417960,-0.386563,-0.959986,0.423234,-0.540117,0.658073,2.073478,1
r00364,-0.702301,0.862671,-1.177924,-1.939244,-2.384208,-0.836801,-0.396987,-1.354209,-0.558430,-0.521697,0.513225,-0.496364,1.388248,-0.827299,-0.331075,0.469101,0
r00365,0.357466,-1.455848,0.348353,-0.532970,0.318021,0.564283,-1.677307,-0.102356,-0.319861,0.347089,-1.075997,0.105577,1.313744,-2.763154,-0.799786,-0.082263,0
r00366,0.039329,0.111839,0.618306,0.096987,0.036273,1.010015,0.958375,-1.783647,0.837641,-1.162097,2.426832,-0.267431,-0.150509,0.970920,3.015412,-0.365864,1
r00367,-0.433353,0.624543,0.123698,-0.368168,0.674522,-0.103359,0.318605,-1.337761,-1.975848,0.417849,0.048891,1.570769,0.192276,1.699930,-1.069490,-1.021292,1
r00368,0.309821,-1.068791,-1.023366,-1.532253,1.179987,-0.759998,1.059647,0.396825,1.229519,-0.938446,0.857446,1.473589,-0.009300,-0.496959,0.807078,1.013453,1
r00369,0.029506,0.190236,1.343920,-1.829840,0.732169,-0.180183,0.380057,-0.094463,0.084350,-0.923901,-2.780899,-0.161285,-0.116916,-0.926825,-0.047543,-1.020059,0
r00370,-0.335669,-0.071923,0.318859,-0.025171,0.752507,0.022442,-0.527516,-1.564342,0.634156,0.549606,-2.274278,-0.165164,0.109692,0.577167,-0.306049,0.531068,0
r00371,2.131610,-0.740310,1.460039,0.258613,-0.308823,0.389886,0.432420,-0.697336,0.752556,0.055077,0.214416,-0.561828,1.309475,-0.034789,0.768598,-1.642558,1
r00372,0.094039,-1.508100,1.218800,1.616269,0.822117,0.459908,1.575780,-0.641199,-0.281734,2.643085,-0.206584,-0.328953,-0.843747,-0.270926,0.352519,-0.235840,1
r00373,-0.697181,-0.125450,-0.383929,-0.426669,0.835535,1.664828,-0.966763,-0.470210,0.358193,0.115640,-0.661287,-0.518791,0.481115,-0.556157,1.764484,-1.503439,0
r00374,1.117625,0.150009,-1.362739,0.465759,0.254901,-0.077305,0.772409,-0.734755,-1.044738,1.115034,-0.191461,0.428975,0.307362,0.061316,0.589512,-0.058850,0
r00375,-0.270905,-1.041465,0.581292,-0.369820,0.395494,0.554199,-0.217835,0.067841,-0.951333,0.575558,-0.981532,-1.398049,0.398416,-0.601871,1.514799,-2.323937,0
r00376,0.754776,-0.322883,-0.149374,-0.651837,0.755038,-0.997451,-0.163818,0.586321,0.542059,-0.102476,1.500859,1.496803,0.158601,-0.157268,-0.043408,-2.176129,0
r00377,0.256827,-0.430434,0.406911,-0.317549,0.585295,0.837173,0.613898,-0.931573,0.099922,-0.104178,1.386772,-0.790728,0.545553,-0.246113,0.778697,0.860517,0
r00378,0.449314,1.401996,-1.355586,-2.098292,-0.017308,1.264657,1.463882,-0.246791,0.040357,2.021926,-1.502077,0.467843,-0.656590,1.454840,1.973062,-0.101438,1
r00379,-0.797030,-0.407681,0.686748,1.087291,-0.080738,2.009310,0.146128,0.914640,-1.528709,1.326447,-0.479591,-0.181974,0.671461,0.068528,-1.234264,-0.604528,1
r00380,-1.415428,-0.409260,-0.362333,1.077030,2.150263,-0.496575,0.368794,-0.699212,2.426993,-0.368421,0.354936,0.001727,-0.136276,1.976690,-1.287854,0.193004,0
r00381,0.001262,0.538966,-1.400076,-1.381597,-0.679488,-1.547952,0.902444,0.130507,2.109352,-0.591810,-1.154290,-0.205403,0.328143,-0.518541,1.680707,-0.077432,0
r00382,-0.624827,-0.875741,-1.502096,-1.738238,-1.161174,0.356984,-1.089347,1.683595,-1.010682,0.310718,0.299311,2.538901,1.671809,-0.258364,-0.557193,0.340158,1
r00383,0.545696,0.195369,-1.009190,-1.004529,0.597235,-0.400473,1.950575,-1.123002,0.466340,-1.388903,-0.088955,1.135423,0.477221,-0.953280,0.873943,-1.739940,0
r00384,-0.136843,-0.654865,-0.200944,-0.188633,0.224623,0.349588,0.385995,0.921740,0.218065,0.922559,-0.607525,0.224154,1.103617,2.639292,1.231376,2.472337,1
r00385,-1.117119,0.651807,0.239249,-0.403971,0.916268,-0.613242,0.707832,0.450623,0.287389,-0.905674,1.272551,-1.561471,0.869675,-1.100562,-0.068437,-1.728163,0
r00386,1.744635,-1.738284,2.517773,0.698477,1.021567,-0.070405,-1.253239,-1.514123,0.146116,-0.456187,0.405398,-0.652580,-0.200127,-0.841866,0.464435,-0.680888,0
r00387,0.872954,0.632667,-0.333197,0.433741,2.506409,-0.414062,-0.855348,-1.608407,-0.661374,-0.707312,-0.633488,0.097217,1.832283,0.250779,-1.193499,-0.534148,0
r00388,-1.586181,0.578235,0.368727,-1.483913,0.054015,-1.772165,1.051245,-1.892504,-0.808026,-0.044478,0.110097,-0.980085,0.354728,0.220836,0.233108,-0.117240,0
r00389,1.019429,-0.484383,0.914913,-0.330462,-1.020851,0.051864,0.005260,1.401363,-0.694523,0.911315,1.287957,1.128666,1.588639,0.198230,0.004608,0.257806,1
r00390,-2.109281,0.090659,-0.372591,0.072902,-1.138394,1.131635,0.429598,-0.005318,-0.388326,-0.157036,-1.830663,0.690667,-0.958720,-1.038342,-1.254649,0.940969,0
r00391,-0.996979,-0.789108,1.115181,-0.523585,-0.387374,0.703839,-1.757917,1.444613,-0.251817,0.140003,1.506352,-0.805146,0.958795,-1.253152,0.458563,-0.330013,1
r00392,0.152287,-0.209539,0.701370,-0.175865,0.728429,0.917199,-1.147831,-1.560075,-2.134738,-0.095336,0.000371,0.278902,-0.198374,0.684406,-2.018266,-0.903558,0
r00393,0.604427,-1.159699,1.201852,0.616064,-0.447660,-1.525132,0.678007,0.159943,-1.229983,-0.517182,2.110800,-0.791413,-0.089239,-1.093125,-0.070580,-1.115805,0
r00394,0.645434,1.228836,-0.642783,-0.328386,0.661955,0.795721,-0.820863,-1.535800,0.163524,0.051165,0.570914,0.675075,-0.680101,0.500509,0.441756,1.540277,0
r00395,-0.645432,-0.730360,-1.146263,0.362624,-1.042765,0.941369,-0.126246,0.212116,0.217032,0.092596,0.543149,-1.254312,-0.697682,-0.585769,-1.286787,-0.322283,0
r00396,-0.055886,0.458786,0.865812,0.569627,-0.404820,-1.301652,0.667620,0.842254,1.105650,0.625951,1.058938,-0.127886,-1.181036,-0.518005,-0.100918,1.096335,1
r00397,-0.707999,0.235739,-1.285269,0.467651,-0.877814,1.255293,1.005618,-0.706107,0.370442,-2.314843,0.752151,-1.289151,0.956502,-0.406711,0.387538,0.269535,0
r00398,0.743441,-0.036337,0.042902,0.529477,0.156239,0.433987,-1.079004,-0.542418,0.235168,-2.004264,-0.695797,0.607366,-1.039916,0.661155,-1.891345,1.138261,0
r00399,-0.809441,-0.381465,0.971075,-0.864751,-0.639394,-0.041963,-0.804522,0.839427,1.088218,-1.397343,0.536082,0.035213,-0.230576,0.886350,-0.115726,1.992390,1
